word	root	singular	plural	source
تاخذكم	ءخذ	تاخذكم		quran-word-index-fallback
تاخذه	ءخذ	تاخذه		quran-word-index-fallback
تاخذهم	ءخذ	تاخذهم		quran-word-index-fallback
تاخذوا	ءخذ	تاخذوا		quran-word-index-fallback
تاخذونه	ءخذ	تاخذونه		quran-word-index-fallback
تاخذونها	ءخذ	تاخذونها		quran-word-index-fallback
تاخر	ءخر	تاخر		quran-word-index-fallback
تاذن	ءذن	تاذن		quran-word-index-fallback
تارة	تور	تارة		quran-word-index-fallback
تارك	ترك	تارك		quran-word-index-fallback
تاس	ءسو	تاس		quran-word-index-fallback
تاسوا	ءسو	تاسوا		quran-word-index-fallback
تاكل	ءكل	تاكل		quran-word-index-fallback
تاكله	ءكل	تاكله		quran-word-index-fallback
تاكلوا	ءكل	تاكلوا		quran-word-index-fallback
تاكلون	ءكل	تاكلون		quran-word-index-fallback
تاكلوها	ءكل	تاكلوها		quran-word-index-fallback
تالله	ءله	تالله		quran-word-index-fallback
تالمون	ءلم	تالمون		quran-word-index-fallback
تامرك	ءمر	تامرك		quran-word-index-fallback
تامرنا	ءمر	تامرنا		quran-word-index-fallback
تامرهم	ءمر	تامرهم		quran-word-index-fallback
تامرون	ءمر	تامرون		quran-word-index-fallback
تامرونا	ءمر	تامرونا		quran-word-index-fallback
تامروننا	ءمر	تامروننا		quran-word-index-fallback
تامرين	ءمر	تامرين		quran-word-index-fallback
تامنا	ءمن	تامنا		quran-word-index-fallback
تامنه	ءمن	تامنه		quran-word-index-fallback
تاويل	ءول	تاويل		quran-word-index-fallback
تاويلا	ءول	تاويلا		quran-word-index-fallback
تاويله	ءول	تاويله		quran-word-index-fallback
تايسوا	يءس	تايسوا		quran-word-index-fallback
تباب	تبب	تباب		quran-word-index-fallback
تبارا	تبر	تبارا		quran-word-index-fallback
تبارك	برك	تبارك		quran-word-index-fallback
تباشروهن	بشر	تباشروهن		quran-word-index-fallback
تبايعتم	بيع	تبايعتم		quran-word-index-fallback
تبت	توب	تبت		quran-word-index-fallback
تبت	تبب	تبت		quran-word-index-fallback
تبتءس	بءس	تبتءس		quran-word-index-fallback
تبتغا	بغي	تبتغا		quran-word-index-fallback
تبتغوا	بغي	تبتغوا		quran-word-index-fallback
تبتغون	بغي	تبتغون		quran-word-index-fallback
تبتم	توب	تبتم		quran-word-index-fallback
تبتيلا	بتل	تبتيلا		quran-word-index-fallback
تبخسوا	بخس	تبخسوا		quran-word-index-fallback
تبخلوا	بخل	تبخلوا		quran-word-index-fallback
تبد	بدو	تبد		quran-word-index-fallback
تبدل	بدل	تبدل		quran-word-index-fallback
تبدوا	بدو	تبدوا		quran-word-index-fallback
تبدون	بدو	تبدون		quran-word-index-fallback
تبدونها	بدو	تبدونها		quran-word-index-fallback
تبدوه	بدو	تبدوه		quran-word-index-fallback
تبديل	بدل	تبديل		quran-word-index-fallback
تبديلا	بدل	تبديلا		quran-word-index-fallback
تبذر	بذر	تبذر		quran-word-index-fallback
تبذيرا	بذر	تبذيرا		quran-word-index-fallback
تبرءوا	برء	تبرءوا		quran-word-index-fallback
تبرا	برء	تبرا		quran-word-index-fallback
تبرانا	برء	تبرانا		quran-word-index-fallback
تبرج	برج	تبرج		quran-word-index-fallback
تبرجن	برج	تبرجن		quran-word-index-fallback
تبرنا	تبر	تبرنا		quran-word-index-fallback
تبروا	برر	تبروا		quran-word-index-fallback
تبروهم	برر	تبروهم		quran-word-index-fallback
تبسطها	بسط	تبسطها		quran-word-index-fallback
تبسل	بسل	تبسل		quran-word-index-fallback
تبشرون	بشر	تبشرون		quran-word-index-fallback
تبصرة	بصر	تبصرة		quran-word-index-fallback
تبصرون	بصر	تبصرون		quran-word-index-fallback
تبطلوا	بطل	تبطلوا		quran-word-index-fallback
تبع	تبع	تبع		quran-word-index-fallback
تبعا	تبع	تبعا		quran-word-index-fallback
تبعثون	بعث	تبعثون		quran-word-index-fallback
تبعك	تبع	تبعك		quran-word-index-fallback
تبعنا	تبع	تبعنا		quran-word-index-fallback
تبعوا	تبع	تبعوا		quran-word-index-fallback
تبغ	بغي	تبغ		quran-word-index-fallback
تبغا	بغي	تبغا		quran-word-index-fallback
تبغوا	بغي	تبغوا		quran-word-index-fallback
تبغونها	بغي	تبغونها		quran-word-index-fallback
تبقا	بقي	تبقا		quran-word-index-fallback
تبكون	بكي	تبكون		quran-word-index-fallback
تبلا	بلو	تبلا		quran-word-index-fallback
تبلغ	بلغ	تبلغ		quran-word-index-fallback
تبلوا	بلو	تبلوا		quran-word-index-fallback
تبوء	بوء	تبوء		quran-word-index-fallback
تبوءا	بوء	تبوءا		quran-word-index-fallback
تبوءو	بوء	تبوءو		quran-word-index-fallback
تبوا	بوء	تبوا		quran-word-index-fallback
تبور	بور	تبور		quran-word-index-fallback
تبيانا	بين	تبيانا		quran-word-index-fallback
تبيد	بيد	تبيد		quran-word-index-fallback
تبيض	بيض	تبيض		quran-word-index-fallback
تبيعا	تبع	تبيعا		quran-word-index-fallback
تبين	بين	تبين		quran-word-index-fallback
تبينت	بين	تبينت		quran-word-index-fallback
تتبدلوا	بدل	تتبدلوا		quran-word-index-fallback
تتبع	تبع	تتبع		quran-word-index-fallback
تتبعان	تبع	تتبعان		quran-word-index-fallback
تتبعن	تبع	تتبعن		quran-word-index-fallback
تتبعها	تبع	تتبعها		quran-word-index-fallback
تتبعوا	تبع	تتبعوا		quran-word-index-fallback
تتبعون	تبع	تتبعون		quran-word-index-fallback
تتبعونا	تبع	تتبعونا		quran-word-index-fallback
تتبيب	تبب	تتبيب		quran-word-index-fallback
تتبيرا	تبر	تتبيرا		quran-word-index-fallback
تتجافا	جفو	تتجافا		quran-word-index-fallback
تتخذ	ءخذ	تتخذ		quran-word-index-fallback
تتخذوا	ءخذ	تتخذوا		quran-word-index-fallback
تتخذون	ءخذ	تتخذون		quran-word-index-fallback
تتذكرون	ذكر	تتذكرون		quran-word-index-fallback
تترا	وتر	تترا		quran-word-index-fallback
تتركه	ترك	تتركه		quran-word-index-fallback
تتركوا	ترك	تتركوا		quran-word-index-fallback
تتفرقوا	فرق	تتفرقوا		quran-word-index-fallback
تتفكروا	فكر	تتفكروا		quran-word-index-fallback
تتفكرون	فكر	تتفكرون		quran-word-index-fallback
تتقلب	قلب	تتقلب		quran-word-index-fallback
تتقوا	وقي	تتقوا		quran-word-index-fallback
تتقون	وقي	تتقون		quran-word-index-fallback
تتكبر	كبر	تتكبر		quran-word-index-fallback
تتلا	تلو	تتلا		quran-word-index-fallback
تتلوا	تلو	تتلوا		quran-word-index-fallback
تتلون	تلو	تتلون		quran-word-index-fallback
تتمارا	مري	تتمارا		quran-word-index-fallback
تتمنوا	مني	تتمنوا		quran-word-index-fallback
تتناجوا	نجو	تتناجوا		quran-word-index-fallback
تتنزل	نزل	تتنزل		quran-word-index-fallback
تتوبا	توب	تتوبا		quran-word-index-fallback
تتوفاهم	وفي	تتوفاهم		quran-word-index-fallback
تتولوا	ولي	تتولوا		quran-word-index-fallback
تثبيتا	ثبت	تثبيتا		quran-word-index-fallback
تثريب	ثرب	تثريب		quran-word-index-fallback
تثقفنهم	ثقف	تثقفنهم		quran-word-index-fallback
تثير	ثور	تثير		quran-word-index-fallback
تجادل	جدل	تجادل		quran-word-index-fallback
تجادلك	جدل	تجادلك		quran-word-index-fallback
تجادلوا	جدل	تجادلوا		quran-word-index-fallback
تجارة	تجر	تجارة		quran-word-index-fallback
تجارتهم	تجر	تجارتهم		quran-word-index-fallback
تجتنبوا	جنب	تجتنبوا		quran-word-index-fallback
تجد	وجد	تجد		quran-word-index-fallback
تجدوا	وجد	تجدوا		quran-word-index-fallback
تجدوه	وجد	تجدوه		quran-word-index-fallback
تجرا	جري	تجرا		quran-word-index-fallback
تجرمون	جرم	تجرمون		quran-word-index-fallback
تجروا	جءر	تجروا		quran-word-index-fallback
تجرون	جءر	تجرون		quran-word-index-fallback
تجريان	جري	تجريان		quran-word-index-fallback
تجزا	جزي	تجزا		quran-word-index-fallback
تجزون	جزي	تجزون		quran-word-index-fallback
تجسسوا	جسس	تجسسوا		quran-word-index-fallback
تجعل	جعل	تجعل		quran-word-index-fallback
تجعلنا	جعل	تجعلنا		quran-word-index-fallback
تجعلوا	جعل	تجعلوا		quran-word-index-fallback
تجعلونه	جعل	تجعلونه		quran-word-index-fallback
تجلا	جلو	تجلا		quran-word-index-fallback
تجمعوا	جمع	تجمعوا		quran-word-index-fallback
تجهر	جهر	تجهر		quran-word-index-fallback
تجهروا	جهر	تجهروا		quran-word-index-fallback
تجهلون	جهل	تجهلون		quran-word-index-fallback
تجوع	جوع	تجوع		quran-word-index-fallback
تحا	حيي	تحا		quran-word-index-fallback
تحاجون	حجج	تحاجون		quran-word-index-fallback
تحاضون	حضض	تحاضون		quran-word-index-fallback
تحاوركما	حور	تحاوركما		quran-word-index-fallback
تحبرون	حبر	تحبرون		quran-word-index-fallback
تحبسونهما	حبس	تحبسونهما		quran-word-index-fallback
تحبط	حبط	تحبط		quran-word-index-fallback
تحبوا	حبب	تحبوا		quran-word-index-fallback
تحبون	حبب	تحبون		quran-word-index-fallback
تحبونها	حبب	تحبونها		quran-word-index-fallback
تحبونهم	حبب	تحبونهم		quran-word-index-fallback
تحت	تحت	تحت		quran-word-index-fallback
تحتا	تحت	تحتا		quran-word-index-fallback
تحتك	تحت	تحتك		quran-word-index-fallback
تحته	تحت	تحته		quran-word-index-fallback
تحتها	تحت	تحتها		quran-word-index-fallback
تحتهم	تحت	تحتهم		quran-word-index-fallback
تحدث	حدث	تحدث		quran-word-index-fallback
تحذرون	حذر	تحذرون		quran-word-index-fallback
تحرثون	حرث	تحرثون		quran-word-index-fallback
تحرص	حرص	تحرص		quran-word-index-fallback
تحرك	حرك	تحرك		quran-word-index-fallback
تحرم	حرم	تحرم		quran-word-index-fallback
تحرموا	حرم	تحرموا		quran-word-index-fallback
تحروا	حري	تحروا		quran-word-index-fallback
تحرير	حرر	تحرير		quran-word-index-fallback
تحزن	حزن	تحزن		quran-word-index-fallback
تحزنا	حزن	تحزنا		quran-word-index-fallback
تحزنوا	حزن	تحزنوا		quran-word-index-fallback
تحزنون	حزن	تحزنون		quran-word-index-fallback
تحس	حسس	تحس		quran-word-index-fallback
تحسب	حسب	تحسب		quran-word-index-fallback
تحسبن	حسب	تحسبن		quran-word-index-fallback
تحسبنهم	حسب	تحسبنهم		quran-word-index-fallback
تحسبها	حسب	تحسبها		quran-word-index-fallback
تحسبهم	حسب	تحسبهم		quran-word-index-fallback
تحسبوه	حسب	تحسبوه		quran-word-index-fallback
تحسدوننا	حسد	تحسدوننا		quran-word-index-fallback
تحسنوا	حسن	تحسنوا		quran-word-index-fallback
تحسونهم	حسس	تحسونهم		quran-word-index-fallback
تحشرون	حشر	تحشرون		quran-word-index-fallback
تحصنا	حصن	تحصنا		quran-word-index-fallback
تحصنون	حصن	تحصنون		quran-word-index-fallback
تحصوه	حصي	تحصوه		quran-word-index-fallback
تحصوها	حصي	تحصوها		quran-word-index-fallback
تحط	حوط	تحط		quran-word-index-fallback
تحكم	حكم	تحكم		quran-word-index-fallback
تحكموا	حكم	تحكموا		quran-word-index-fallback
تحكمون	حكم	تحكمون		quran-word-index-fallback
تحل	حلل	تحل		quran-word-index-fallback
تحلة	حلل	تحلة		quran-word-index-fallback
تحلقوا	حلق	تحلقوا		quran-word-index-fallback
تحلوا	حلل	تحلوا		quran-word-index-fallback
تحمل	حمل	تحمل		quran-word-index-fallback
تحملنا	حمل	تحملنا		quran-word-index-fallback
تحمله	حمل	تحمله		quran-word-index-fallback
تحملون	حمل	تحملون		quran-word-index-fallback
تحنث	حنث	تحنث		quran-word-index-fallback
تحويلا	حول	تحويلا		quran-word-index-fallback
تحية	حيي	تحية		quran-word-index-fallback
تحيتهم	حيي	تحيتهم		quran-word-index-fallback
تحيد	حيد	تحيد		quran-word-index-fallback
تحيطوا	حوط	تحيطوا		quran-word-index-fallback
تحيون	حيي	تحيون		quran-word-index-fallback
تخاصم	خصم	تخاصم		quran-word-index-fallback
تخاطبنا	خطب	تخاطبنا		quran-word-index-fallback
تخاف	خوف	تخاف		quran-word-index-fallback
تخافا	خوف	تخافا		quran-word-index-fallback
تخافت	خفت	تخافت		quran-word-index-fallback
تخافن	خوف	تخافن		quran-word-index-fallback
تخافوا	خوف	تخافوا		quran-word-index-fallback
تخافون	خوف	تخافون		quran-word-index-fallback
تخافونهم	خوف	تخافونهم		quran-word-index-fallback
تخافوهم	خوف	تخافوهم		quran-word-index-fallback
تخالطوهم	خلط	تخالطوهم		quran-word-index-fallback
تختانون	خون	تختانون		quran-word-index-fallback
تختصموا	خصم	تختصموا		quran-word-index-fallback
تختصمون	خصم	تختصمون		quran-word-index-fallback
تختلفون	خلف	تختلفون		quran-word-index-fallback
تخرج	خرج	تخرج		quran-word-index-fallback
تخرجوا	خرج	تخرجوا		quran-word-index-fallback
تخرجون	خرج	تخرجون		quran-word-index-fallback
تخرجوهن	خرج	تخرجوهن		quran-word-index-fallback
تخرصون	خرص	تخرصون		quran-word-index-fallback
تخرق	خرق	تخرق		quran-word-index-fallback
تخزنا	خزي	تخزنا		quran-word-index-fallback
تخزون	خزي	تخزون		quran-word-index-fallback
تخسروا	خسر	تخسروا		quran-word-index-fallback
تخسير	خسر	تخسير		quran-word-index-fallback
تخشا	خشي	تخشا		quran-word-index-fallback
تخشاه	خشي	تخشاه		quran-word-index-fallback
تخشع	خشع	تخشع		quran-word-index-fallback
تخشوا	خشي	تخشوا		quran-word-index-fallback
