word	root	plural_1	plural_2	plural_3	source
حالك	حلك				qalsadi-nouns
حالي	حول				qalsadi-nouns
حامض	حمض				qalsadi-nouns
حامل	حمل	حملة	حمال	حوامل	qalsadi-nouns
حامولة	حمل	حواميل			qalsadi-nouns
حامي	حمي	حماة	حامية	حوام	qalsadi-nouns
حانة	حين				qalsadi-nouns
حانوت	حنت	حوانيت			qalsadi-nouns
حانوتي	حنت				qalsadi-nouns
حاوي	حوي	حواة			qalsadi-nouns
حب	حبب				qalsadi-nouns
حباب	حبب				qalsadi-nouns
حبال	حبل	حبالة			qalsadi-nouns
حبالة	حبل	حباءل			qalsadi-nouns
حبب	حبب				qalsadi-nouns
حبرة	حبر				qalsadi-nouns
حبس	حبس	احباس	حبوس		qalsadi-nouns
حبس	حبس				qalsadi-nouns
حبكة	حبك				qalsadi-nouns
حبكة	حبك	حبك			qalsadi-nouns
حبل	حبل	حبال	احبال		qalsadi-nouns
حبلا	حبل	حبالا	حبليات		qalsadi-nouns
حبوة	حبو	حبا			qalsadi-nouns
حبور	حبر				qalsadi-nouns
حبيب	حبب	احبة	احباء	احباب	qalsadi-nouns
حبيس	حبس	حبس	حباءس		qalsadi-nouns
حبيكة	حبك	حباءك			qalsadi-nouns
حبيلة	حبل				qalsadi-nouns
حتم	حتم	حتوم			qalsadi-nouns
حتمي	حتم				qalsadi-nouns
حثالة	حثل				qalsadi-nouns
حثيث	حثث	حثاث			qalsadi-nouns
حج	حجج				qalsadi-nouns
حجاب	حجب	حجب			qalsadi-nouns
حجابة	حجب				qalsadi-nouns
حجاج	حجج	حجج	احجة	حجاج	qalsadi-nouns
حجار	حجر				qalsadi-nouns
حجارة	حجر				qalsadi-nouns
حجام	حجم				qalsadi-nouns
حجامة	حجم				qalsadi-nouns
حجة	حجج	حجج			qalsadi-nouns
حجر	حجر	احجار	حجارة		qalsadi-nouns
حجر	حجر	حجور			qalsadi-nouns
حجر	حجر				qalsadi-nouns
حجرات	حجر	مفردحجرة			qalsadi-nouns
حجرة	حجر				qalsadi-nouns
حجري	حجر				qalsadi-nouns
حجز	حجز				qalsadi-nouns
حجزة	حجز	حجز			qalsadi-nouns
حجلة	حجل	حجالواحدةالحجل			qalsadi-nouns
حجم	حجم	حجوم	احجام		qalsadi-nouns
حد	حدد	حدود			qalsadi-nouns
حداء	حدو				qalsadi-nouns
حداثة	حدث				qalsadi-nouns
حداد	حدد				qalsadi-nouns
حدادة	حدد				qalsadi-nouns
حدب	حدب	احداب	حداب		qalsadi-nouns
حدب	حدب	حدب			qalsadi-nouns
حدباء	حدب	مءنثاحدب			qalsadi-nouns
حدبة	حدب				qalsadi-nouns
حدة	حدد				qalsadi-nouns
حدة	وحد				qalsadi-nouns
حدث	حدث	احداث			qalsadi-nouns
حدر	حدر				qalsadi-nouns
حدس	حدس				qalsadi-nouns
حدسي	حدس				qalsadi-nouns
حدسية	حدس				qalsadi-nouns
حدقه	حدق	حدق	حداق	جاحداق	qalsadi-nouns
حدم	حدم				qalsadi-nouns
حدمة	حدم				qalsadi-nouns
حدوث	حدث				qalsadi-nouns
حدوثة	حدث				qalsadi-nouns
حدور	حدر				qalsadi-nouns
حديث	حدث	احاديث			qalsadi-nouns
حديث	حدث	حداث			qalsadi-nouns
حديث	حدث				qalsadi-nouns
حديدة	حدد	حداءد			qalsadi-nouns
حديدي	حدد				qalsadi-nouns
حديقة	حدق	حداءق			qalsadi-nouns
حذاء	حذو	احذية			qalsadi-nouns
حذاء	حذو				qalsadi-nouns
حذافير	حذفر	مفردحذفار	حذفور		qalsadi-nouns
حذر	حذر				qalsadi-nouns
حذفار	حذفر	حذافير			qalsadi-nouns
حذق	حذق				qalsadi-nouns
حذو	حذو				qalsadi-nouns
حر	حرر	احرار	حراءر		qalsadi-nouns
حر	حرر	حرور			qalsadi-nouns
حرا	حرر	مفردحران			qalsadi-nouns
حرا	حرو	احراء			qalsadi-nouns
حراب	حرب				qalsadi-nouns
حرابة	حرب				qalsadi-nouns
حراثة	حرث				qalsadi-nouns
حرار	حرر				qalsadi-nouns
حرارة	حرر				qalsadi-nouns
حراسة	حرس				qalsadi-nouns
حرافة	حرف				qalsadi-nouns
حراقة	حرق				qalsadi-nouns
حراك	حرك				qalsadi-nouns
حرام	حرم				qalsadi-nouns
حرامي	حرم	حرامية			qalsadi-nouns
حران	حرن	حرار	حراري		qalsadi-nouns
حرب	حرب	حروب			qalsadi-nouns
حرب	حرب	حربا			qalsadi-nouns
حرباء	حرب	حرابي			qalsadi-nouns
حرباءة	حرب	حرابي			qalsadi-nouns
حربة	حرب	حراب			qalsadi-nouns
حرث	حرث				qalsadi-nouns
حرج	حرج	حراج	احراج	حرجة	qalsadi-nouns
حرج	حرج				qalsadi-nouns
حرجة	حرج	احراج			qalsadi-nouns
حرد	حرد	حراد			qalsadi-nouns
حرز	حرز	احراز			qalsadi-nouns
حرس	حرس				qalsadi-nouns
حرش	حرش	حراش			qalsadi-nouns
حرش	حرش				qalsadi-nouns
حرص	حرص				qalsadi-nouns
حرف	حرف	حروف	احرف		qalsadi-nouns
حرفة	حرف	حرف			qalsadi-nouns
حرفي	حرف				qalsadi-nouns
حرق	حرق				qalsadi-nouns
حرق	حرق	حروق			qalsadi-nouns
حرقة	حرق				qalsadi-nouns
حركة	حرك				qalsadi-nouns
حرم	حرم	مفردحرم			qalsadi-nouns
حرم	حرم	حرم			qalsadi-nouns
حرم	حرم				qalsadi-nouns
حرم	حرم	احرام			qalsadi-nouns
حرمان	حرم				qalsadi-nouns
حرمة	حرم	حرم			qalsadi-nouns
حرور	حرر	حراءر			qalsadi-nouns
حرون	حرن				qalsadi-nouns
حري	حري	حريون	احرياء	مءحر	qalsadi-nouns
حرية	حرر				qalsadi-nouns
حريد	حرد	حراد	حرداء		qalsadi-nouns
حرير	حرر				qalsadi-nouns
حريرة	حرر				qalsadi-nouns
حريري	حرر				qalsadi-nouns
حريز	حرز				qalsadi-nouns
حريص	حرص	حرصاء	حراءص		qalsadi-nouns
حريف	حرف	حرفاء			qalsadi-nouns
حريق	حرق	حرقا			qalsadi-nouns
حريق	حرق				qalsadi-nouns
حريقة	حرق	حراءق			qalsadi-nouns
حريم	حرم	حرم			qalsadi-nouns
حزاز	حزز				qalsadi-nouns
حزازة	حزز				qalsadi-nouns
حزام	حزم	حزم			qalsadi-nouns
حزب	حزب	احزاب			qalsadi-nouns
حزبي	حزب				qalsadi-nouns
حزم	حزم				qalsadi-nouns
حزمة	حزم	حزم			qalsadi-nouns
حزن	حزن	احزان			qalsadi-nouns
حزن	حزن				qalsadi-nouns
حس	حسس				qalsadi-nouns
حسا	حسو				qalsadi-nouns
حساء	حسو	احساء			qalsadi-nouns
حساءية	حسي				qalsadi-nouns
حساب	حسب				qalsadi-nouns
حساد	حسد				qalsadi-nouns
حساس	حسس				qalsadi-nouns
حساسية	حسس				qalsadi-nouns
حساف	حسف				qalsadi-nouns
حسافة	حسف				qalsadi-nouns
حسام	حسم				qalsadi-nouns
حسب	حسب	احساب			qalsadi-nouns
حسبان	حسب				qalsadi-nouns
حسبة	حسب	حسب			qalsadi-nouns
حسد	حسد				qalsadi-nouns
حسران	حسر				qalsadi-nouns
حسرة	حسر				qalsadi-nouns
حسف	حسف				qalsadi-nouns
حسك	حسك				qalsadi-nouns
حسم	حسم				qalsadi-nouns
حسن	حسن	محاسن			qalsadi-nouns
حسن	حسن	حسان			qalsadi-nouns
حسناء	حسن	حسناوات	حسان		qalsadi-nouns
حسنة	حسن				qalsadi-nouns
حسوة	حسو				qalsadi-nouns
حسود	حسد	حسد			qalsadi-nouns
حسوم	حسم				qalsadi-nouns
حسي	حسس				qalsadi-nouns
حسيب	حسب				qalsadi-nouns
حسير	حسر	حسرا			qalsadi-nouns
حسيس	حسس				qalsadi-nouns
حسيفة	حسف	حساءف			qalsadi-nouns
حسيكة	حسك	حساءك			qalsadi-nouns
حشا	حشو	احشاء			qalsadi-nouns
حشاش	حشش				qalsadi-nouns
حشاشة	حشش				qalsadi-nouns
حشد	حشد	حشود			qalsadi-nouns
حشر	حشر				qalsadi-nouns
حشرة	حشر				qalsadi-nouns
حشرجة	حشرج				qalsadi-nouns
حشف	حشف				qalsadi-nouns
حشفة	حشف				qalsadi-nouns
حشم	حشم	احشام			qalsadi-nouns
حشمة	حشم				qalsadi-nouns
حشو	حشو				qalsadi-nouns
حشية	حشو	حشايا			qalsadi-nouns
حشيش	حشش	حشاءش			qalsadi-nouns
حشيف	حشف				qalsadi-nouns
حشيكة	حشك				qalsadi-nouns
حشيم	حشم				qalsadi-nouns
حصا	حصي	حصاة	حصيات	حصيحصي	qalsadi-nouns
حصاة	حصي	حصيات			qalsadi-nouns
حصاد	حصد				qalsadi-nouns
حصادة	حصد				qalsadi-nouns
حصار	حصر				qalsadi-nouns
حصافة	حصف				qalsadi-nouns
حصالة	حصل				qalsadi-nouns
حصانة	حصن				qalsadi-nouns
حصب	حصب				qalsadi-nouns
حصباء	حصب				qalsadi-nouns
حصبة	حصب				qalsadi-nouns
حصة	حصص	حصص			qalsadi-nouns
حصد	حصد				qalsadi-nouns
حصر	حصر				qalsadi-nouns
حصف	حصف				qalsadi-nouns
حصل	حصل				qalsadi-nouns
حصن	حصن	حصون	احصان		qalsadi-nouns
حصيد	حصد	حصاءد			qalsadi-nouns
حصيدة	حصد	حصاءد			qalsadi-nouns
حصير	حصر	حصر	احصرة	حصاءر	qalsadi-nouns
حصيف	جصف	حصفاء			qalsadi-nouns
حصيل	حصل	حصاءل			qalsadi-nouns
حصين	حصن				qalsadi-nouns
حضارة	حضر				qalsadi-nouns
حضانة	حضن				qalsadi-nouns
حضر	حضر				qalsadi-nouns
حضرة	حضر				qalsadi-nouns
حضري	حضر				qalsadi-nouns
حضن	حضن	احضان	حضون		qalsadi-nouns
حضور	حضر				qalsadi-nouns
حضوري	حضر				qalsadi-nouns
حضيرة	جضر	حضاءر			qalsadi-nouns
حضيض	حضض	حضض			qalsadi-nouns
حطاب	جطب				qalsadi-nouns
حطاط	حطط				qalsadi-nouns
حطام	حطم				qalsadi-nouns
حطامة	حطم				qalsadi-nouns
حطب	حطب	احطاب			qalsadi-nouns
حطبة	حطب				qalsadi-nouns
حطم	حطم				qalsadi-nouns
حطمة	حطم				qalsadi-nouns
حطيءة	حطا	رجلحطيءة			qalsadi-nouns
حطيطة	حطط	حطاءط			qalsadi-nouns
حظ	حظظ	حظوظ			qalsadi-nouns
حظوة	حظي				qalsadi-nouns
حظي	حظو	حظايا			qalsadi-nouns
حظي	حظي	رجلحظي			qalsadi-nouns
حظيرة	حظر	حظاءر	حظار		qalsadi-nouns
حظيظ	حظو				qalsadi-nouns
حف	جفف				qalsadi-nouns
حفار	حفر				qalsadi-nouns
حفاض	حفض				qalsadi-nouns
حفاظ	حفظ				qalsadi-nouns
حفاف	حفف				qalsadi-nouns
حفافة	حفف				qalsadi-nouns
حفاوة	حفو				qalsadi-nouns
حفر	حفر	احفار	حاحافير		qalsadi-nouns
حفرة	حفر	حفر			qalsadi-nouns
حفريات	حفر				qalsadi-nouns
حفص	حفص	احفاص	حفوص		qalsadi-nouns
حفض	حفض	احفاض	حفاض		qalsadi-nouns
حفظ	حفظ				qalsadi-nouns
حفف	حفف				qalsadi-nouns
حفل	حفل				qalsadi-nouns
حفلة	حفل				qalsadi-nouns
حفنة	حفن	حفن			qalsadi-nouns
حفي	حفو	حفواء			qalsadi-nouns
حفيد	حفد	احفاد	حفداء		qalsadi-nouns
حفير	حفر				qalsadi-nouns
حفيرة	حفر	حفاءر			qalsadi-nouns
حفيضة	حفض				qalsadi-nouns
حفيظ	حفظ	حفظاءجحفاءظفهوحافظاو			qalsadi-nouns
حفيظة	حفظ	حفاءظ			qalsadi-nouns
حفيف	حفف				qalsadi-nouns
حق	حقق	حقاق	حقوق		qalsadi-nouns
حق	حقق	حقوق			qalsadi-nouns
حق	حقق				qalsadi-nouns
حقاب	جقب	حقب			qalsadi-nouns
حقارة	حقر				qalsadi-nouns
حقال	حفل				qalsadi-nouns
حقب	حقب	حقاب	احقاب		qalsadi-nouns
حقب	حقب	احقاب	احقب	حقب	qalsadi-nouns
حقبة	حقب	حقب			qalsadi-nouns
حقة	حقق	حقق	حقاق		qalsadi-nouns
حقد	حقد	احقاد			qalsadi-nouns
حقل	حقل	حقول			qalsadi-nouns
حقلة	حقل				qalsadi-nouns
حقن	حقن				qalsadi-nouns
حقنة	حقن				qalsadi-nouns
حقنة	حقن	حقن			qalsadi-nouns
حقو	حقو	حقاء	احقاء		qalsadi-nouns
حقوة	حقو				qalsadi-nouns
حقود	حقد				qalsadi-nouns
حقوقي	حقق				qalsadi-nouns
حقيبة	جقب	حقاءب			qalsadi-nouns
حقيدة	حقد	حقاءد			qalsadi-nouns
حقير	حقر	جحقار			qalsadi-nouns
حقيق	جقق	جحقاءق			qalsadi-nouns
حقيقة	حقق	حقاءق			qalsadi-nouns
حقيقي	حقق				qalsadi-nouns
حك	حكك				qalsadi-nouns
حكاك	حكك				qalsadi-nouns
حكاكة	حكك				qalsadi-nouns
حكاية	حكي				qalsadi-nouns
حكة	حكك				qalsadi-nouns
حكر	حكر				qalsadi-nouns
حكم	حكم	حكام			qalsadi-nouns
حكم	حكم	احكام			qalsadi-nouns
حكمة	حكم	حكم			qalsadi-nouns
حكومة	حكم				qalsadi-nouns
حكومي	حكم				qalsadi-nouns
حكي	حكي				qalsadi-nouns
حكيم	حكم	حكماء	حكيمات		qalsadi-nouns
حل	حلل	حلول			qalsadi-nouns
حل	حلل				qalsadi-nouns
حلاب	حلب				qalsadi-nouns
حلاج	حلج				qalsadi-nouns
حلاجة	حلج				qalsadi-nouns
حلاق	حلق				qalsadi-nouns
حلاقة	حلق				qalsadi-nouns
حلال	حلل				qalsadi-nouns
حلالة	حلل				qalsadi-nouns
حلاوة	حلو	حلاوا			qalsadi-nouns
حلبة	حلب	حلاءب			qalsadi-nouns
حلبة	حلب	حلب			qalsadi-nouns
حلبة	حلب	مثناحلبتانحلبتان			qalsadi-nouns
حلة	حلل				qalsadi-nouns
حلة	حلل	حلل	حلال		qalsadi-nouns
حلف	حلف				qalsadi-nouns
حلف	حلف	احلاف			qalsadi-nouns
حلفة	جلف				qalsadi-nouns
حلق	حلق				qalsadi-nouns
حلق	حلق	احلاق	حلوق		qalsadi-nouns
حلقة	حلق				qalsadi-nouns
حلقوم	حلقم	حلاقيم	حلاقم		qalsadi-nouns
حلقي	حلق				qalsadi-nouns
حلك	حلك				qalsadi-nouns
حلكة	حلك				qalsadi-nouns
حلم	حلم				qalsadi-nouns
حلم	حلم	احلام			qalsadi-nouns
حلم	حلم	احلام	حلوم		qalsadi-nouns
حلمة	حلم	حلم			qalsadi-nouns
حلو	حلو				qalsadi-nouns
حلوا	حلو	حلاوا			qalsadi-nouns
حلواء	حلو	حلاوا			qalsadi-nouns
حلواني	حلو				qalsadi-nouns
حلوب	حلب	حلب	حلاءب		qalsadi-nouns
حلول	حلل				qalsadi-nouns
حلولية	حلل				qalsadi-nouns
حلويات	حلو				qalsadi-nouns
حلوية	حلو				qalsadi-nouns
حلي	حلي	حلي			qalsadi-nouns
حلي	حلي				qalsadi-nouns
حليب	حلب				qalsadi-nouns
حلية	حلي	حلا			qalsadi-nouns
حليج	حلج				qalsadi-nouns
حليف	حلف	حلفاءجاحلاف	وحلفاء		qalsadi-nouns
حليق	حلق	حلقا			qalsadi-nouns
حليل	حلل	احلاء			qalsadi-nouns
حليلة	حلل	حلاءل			qalsadi-nouns
حليم	حلم	حلماء	احلام		qalsadi-nouns
حم	حمم				qalsadi-nouns
حما	حمي	حميات			qalsadi-nouns
حما	حمي				qalsadi-nouns
حماة	حما	حما			qalsadi-nouns
حماة	حمو	حموات			qalsadi-nouns
حماحم	حمحم				qalsadi-nouns
حماد	حمد				qalsadi-nouns
حماس	حمس				qalsadi-nouns
حماسة	حمس				qalsadi-nouns
حماض	حمض				qalsadi-nouns
حماق	حمق				qalsadi-nouns
حماقة	حمق				qalsadi-nouns
حمال	حمل				qalsadi-nouns
حمالة	حمل	حماءل			qalsadi-nouns
حمام	حمم				qalsadi-nouns
حمام	حمم	حماءم			qalsadi-nouns
حمامة	حمم	حماءم			qalsadi-nouns
حمامي	حمم				qalsadi-nouns
حماية	حمي				qalsadi-nouns
حمة	حمم	حم	حمام		qalsadi-nouns
حمة	حمم	حمم			qalsadi-nouns
حمحم	حمحم				qalsadi-nouns
حمد	حمد				qalsadi-nouns
حمدلة	حمدل				qalsadi-nouns
حمراء	حمر	مءنثاحمرحمراوات	حمر		qalsadi-nouns
حمرة	حمر				qalsadi-nouns
حمس	حمس				qalsadi-nouns
حمص	حمص				qalsadi-nouns
حمض	حمض	حموض			qalsadi-nouns
حمضي	حمض				qalsadi-nouns
حمضيات	حمض				qalsadi-nouns
حمق	حمق				qalsadi-nouns
حمقاء	حمق	مءنثاحمقحمقاوات			qalsadi-nouns
حمل	حمل	حملان	احمال		qalsadi-nouns
حمل	حمل	احمال	حمول		qalsadi-nouns
حمل	حمل	احمال	حمولة		qalsadi-nouns
حملة	حمل	مفردحامل			qalsadi-nouns
حملة	حمل	حملات			qalsadi-nouns
حمم	حمم				qalsadi-nouns
حمو	حمو	احماءمثناهحموان			qalsadi-nouns
حموضة	حمض				qalsadi-nouns
حمولة	حمل				qalsadi-nouns
حمية	حمي				qalsadi-nouns
حميد	حمد				qalsadi-nouns
حميم	حمم	احماءجمءحماءم			qalsadi-nouns
حميمية	حمم				qalsadi-nouns
حن	حنن				qalsadi-nouns
حناط	حنط				qalsadi-nouns
حناطة	حنط				qalsadi-nouns
حنان	حنن				qalsadi-nouns
حنبل	حنبل	حنابل			qalsadi-nouns
حنث	حنث	احناث			qalsadi-nouns
حنجرة	حنجر	حناجر			qalsadi-nouns
حنجور	حنجر	حناجير			qalsadi-nouns
حنش	حنش	احناش			qalsadi-nouns
حنطة	حنط	حنط			qalsadi-nouns
حنفاء	حنف	مءنثاحنف			qalsadi-nouns
حنفية	حنف				qalsadi-nouns
حنق	حنق				qalsadi-nouns
حنق	حنق	حنق			qalsadi-nouns
حنكة	حنك				qalsadi-nouns
حنكي	حنك				qalsadi-nouns
حنو	حنو	احناء	حنو		qalsadi-nouns
حنو	حنو	احناء	حني		qalsadi-nouns
حنو	حنو				qalsadi-nouns
حنوط	حنط				qalsadi-nouns
حنون	حنن				qalsadi-nouns
حنية	حنو	حنايا			qalsadi-nouns
حنيف	حنف	حنفاء			qalsadi-nouns
حنيفي	حنف	احناف			qalsadi-nouns
حنيفي	حنف				qalsadi-nouns
حنين	حنن				qalsadi-nouns
حوار	حور				qalsadi-nouns
حواس	حسس	مفردحاسة			qalsadi-nouns
حوال	حول				qalsadi-nouns
حوالة	حول				qalsadi-nouns
حوامة	حوم				qalsadi-nouns
حوامض	حمض				qalsadi-nouns
حوة	حوي				qalsadi-nouns
حوت	حوت	حيتان			qalsadi-nouns
حوج	حوج				qalsadi-nouns
حوجلة	حجل	حواجل			qalsadi-nouns
حوذي	حوذ				qalsadi-nouns
حور	حور				qalsadi-nouns
حوراء	حور	حور			qalsadi-nouns
حورية	حور				qalsadi-nouns
حوز	حوز				qalsadi-nouns
حوزاء	حوز				qalsadi-nouns
حوزة	حوز				qalsadi-nouns
حوش	حوش				qalsadi-nouns
حوط	حوط				qalsadi-nouns
حوطة	حوط				qalsadi-nouns
حوف	حوف	احواف			qalsadi-nouns
حوق	حوق				qalsadi-nouns
حوقة	حوق				qalsadi-nouns
حوقلة	حوقل				qalsadi-nouns
حوك	حوك				qalsadi-nouns
حول	حول	احوال			qalsadi-nouns
حول	حول				qalsadi-nouns
حولاء	حول	مءنثاحول			qalsadi-nouns
حولي	حول	حوالي	حوالية		qalsadi-nouns
حومة	حوم				qalsadi-nouns
حي	حيي	احياء			qalsadi-nouns
حياء	حيي				qalsadi-nouns
حياة	حيي	حيوات			qalsadi-nouns
حيات	حيي				qalsadi-nouns
حياد	حيد				qalsadi-nouns
حياصة	حوص				qalsadi-nouns
حياض	حوض	مفردحوض			qalsadi-nouns
حياض	حيض				qalsadi-nouns
حياكة	حوك				qalsadi-nouns
حيال	حول				qalsadi-nouns
حيد	حيد	حيود	احياد		qalsadi-nouns
حيدان	حيد				qalsadi-nouns
حيدة	حيد	حيد			qalsadi-nouns
حير	حير				qalsadi-nouns
حير	حير	احيار			qalsadi-nouns
حيران	حير	مءحيراحيارا			qalsadi-nouns
حيرة	حير				qalsadi-nouns
حيز	حوز				qalsadi-nouns
حيز	حيز				qalsadi-nouns
حيزوم	حزم	حيازيم			qalsadi-nouns
حيص	حيص				qalsadi-nouns
حيض	حيض				qalsadi-nouns
حيضة	حيض	حيض			qalsadi-nouns
حيضة	حيض				qalsadi-nouns
حيطة	حوط				qalsadi-nouns
حيف	حيف				qalsadi-nouns
حيل	حيل	مفردحيلة			qalsadi-nouns
حيل	حيل	احيال	حيول		qalsadi-nouns
حيلة	حيل،حول	حيل			qalsadi-nouns
حيلولة	حول				qalsadi-nouns
حين	حين				qalsadi-nouns
حيوان	حيي				qalsadi-nouns
حيواني	حيي				qalsadi-nouns
حيوي	حيي				qalsadi-nouns
حيي	حيي				qalsadi-nouns
خاءب	خيب				qalsadi-nouns
خاءر	خور				qalsadi-nouns
خاءط	خيط				qalsadi-nouns
خاءف	خوف	خوف			qalsadi-nouns
خاءن	خون	خوان	خونة		qalsadi-nouns
خابط	خبط				qalsadi-nouns
خابل	خبل				qalsadi-nouns
خابور	خبر				qalsadi-nouns
خابية	خبا	خواب	الخوابي		qalsadi-nouns
خاتل	ختل				qalsadi-nouns
خاتم	ختم	خواتموخواتيم	ختم		qalsadi-nouns
خاتمة	ختم	خواتيم			qalsadi-nouns
خاتن	ختن				qalsadi-nouns
خاثر	خثر				qalsadi-nouns
خادع	خدع				qalsadi-nouns
خادم	خدم	خدام	خدم	خوادم	qalsadi-nouns
خارج	خرج				qalsadi-nouns
خارجي	خرج				qalsadi-nouns
