word_with_harakat	unvocalized	unmarked	root	kind	source
الأصفاد	الاصفاد	صفد	صفد	derived	sarf-derivations
الإصلاح	الاصلاح	اصلاح	صلح	derived	sarf-derivations
الأصنام	الاصنام	صنم	صنم	derived	sarf-derivations
الأصوات	الاصوات	صوت	صوت	derived	sarf-derivations
أَلاطَ	الاط	الاط	ءلاط	أجوف	qutrub
الأطفال	الاطفال	طفل	طفل	derived	sarf-derivations
أَلاعَ	الاع	الاع	ءلاع	أجوف	qutrub
الأعجمين	الاعجمين	اعجمي	عجم	derived	sarf-derivations
الأعداء	الاعداء	عدو	عدو	derived	sarf-derivations
الأعراب	الاعراب	اعرابي	عرب	derived	sarf-derivations
الأعراف	الاعراف	عرف	عرف	derived	sarf-derivations
الأعرج	الاعرج	اعرج	عرج	derived	sarf-derivations
الأعز	الاعز	الاعز		derived	sarf-derivations
الأعلى	الاعلا	الاعلا		derived	sarf-derivations
الأعلون	الاعلون	اعلا	علو	derived	sarf-derivations
الأعمى	الاعما	اعما	عمي	derived	sarf-derivations
الأعناق	الاعناق	عنق	عنق	derived	sarf-derivations
الأعين	الاعين	عين	عين	derived	sarf-derivations
الأغلال	الاغلال	غل	غلل	derived	sarf-derivations
الأغنياء	الاغنياء	غني	غني	derived	sarf-derivations
إِلاَفٌ	الاف	الف	الف	Added	asmai-derivations
الأفئدة	الافءدة	فءاد	فاد	derived	sarf-derivations
أَلاقَ	الاق	الاق	ءلاق	أجوف	qutrub
الأقاويل	الاقاويل	قول	قول	derived	sarf-derivations
الأقدام	الاقدام	قدم	قدم	derived	sarf-derivations
الأقدمون	الاقدمون	اقدم	قدم	derived	sarf-derivations
الأقربين	الاقربين	الاقربين		derived	sarf-derivations
الأقصى	الاقصا	الاقصا		derived	sarf-derivations
أَلْأَكَ	الاك	الاك	ءلءك	صحيح	qutrub
الأكبر	الاكبر	اكبر	كبر	derived	sarf-derivations
الأكرم	الاكرم	اكرم	كرم	derived	sarf-derivations
الأكل	الاكل	اكل	اكل	derived	sarf-derivations
الأكمام	الاكمام	كم	كمم	derived	sarf-derivations
الأكمه	الاكمه	اكمه	كمه	derived	sarf-derivations
أَلالَ	الال	الال	ءلال	أجوف	qutrub
الألباب	الالباب	لب	لبب	derived	sarf-derivations
الألواح	الالواح	لوح	لوح	derived	sarf-derivations
الأليم	الاليم	اليم	الم	derived	sarf-derivations
أَلْأَمَ	الام	الام	ءلءم	صحيح	qutrub
أَلامَ	الام	الام	ءلام	أجوف	qutrub
الأمانات	الامانات	امانة	امن	derived	sarf-derivations
الأمانة	الامانة	امانة	امن	derived	sarf-derivations
الأماني	الاماني	امنية	مني	derived	sarf-derivations
الأمثال	الامثال	مثل	مثل	derived	sarf-derivations
الأمد	الامد	الامد		derived	sarf-derivations
الأمر	الامر	امر	امر	derived	sarf-derivations
الأمل	الامل	الامل		derived	sarf-derivations
الأمم	الامم	الامم		derived	sarf-derivations
الأمن	الامن	امن	امن	derived	sarf-derivations
الأموات	الاموات	الاموات		derived	sarf-derivations
الأموال	الاموال	مال	مول	derived	sarf-derivations
الأمور	الامور	امر	امر	derived	sarf-derivations
الأمي	الامي	امي	امم	derived	sarf-derivations
الأمين	الامين	امين	امم	derived	sarf-derivations
الأميين	الاميين	الاميين		derived	sarf-derivations
أَلانَ	الان	الان	ءلان	أجوف	qutrub
الأنامل	الانامل	انامل	نمل	derived	sarf-derivations
الأنباء	الانباء	نبا	نبا	derived	sarf-derivations
الأنبياء	الانبياء	نبي	نبا	derived	sarf-derivations
إِلاَنَةٌ	الانة	الان	الان	Added	asmai-derivations
الأنثى	الانثا	الانثا		derived	sarf-derivations
الأنثيين	الانثيين	انثا	انث	derived	sarf-derivations
الإنجيل	الانجيل	انجيل	انجيل	derived	sarf-derivations
الإنس	الانس	انس	انس	derived	sarf-derivations
الإنسان	الانسان	انسان	انس	derived	sarf-derivations
الأنعام	الانعام	انعام	نعم	derived	sarf-derivations
الإنفاق	الانفاق	انفاق	نفق	derived	sarf-derivations
الأنفال	الانفال	نفل	نفل	derived	sarf-derivations
الأنفس	الانفس	نفس	نفس	derived	sarf-derivations
الأنهار	الانهار	نهر	نهر	derived	sarf-derivations
الأهلة	الاهلة	هلال	هلل	derived	sarf-derivations
الأوتاد	الاوتاد	وتد	وتد	derived	sarf-derivations
الأوثان	الاوثان	وثن	وثن	derived	sarf-derivations
الأوفى	الاوفا	اوفا	وفي	derived	sarf-derivations
الأول	الاول	اول	اول	derived	sarf-derivations
الأولى	الاولا	الاولا		derived	sarf-derivations
الأولون	الاولون	اول	اول	derived	sarf-derivations
الأوليان	الاوليان	الاوليان		derived	sarf-derivations
الأولين	الاولين	اول	اول	derived	sarf-derivations
الأيام	الايام	يوم	يوم	derived	sarf-derivations
الأيامى	الاياما	ايم	ايم	derived	sarf-derivations
الأيد	الايد	يد	يدي	derived	sarf-derivations
الأيدي	الايدي	يد	يدي	derived	sarf-derivations
الأيكة	الايكة	ايكة	ايك	derived	sarf-derivations
الأيمان	الايمان	يمين	يمن	derived	sarf-derivations
الإيمان	الايمان	ايمان	امن	derived	sarf-derivations
الأيمن	الايمن	الايمن		derived	sarf-derivations
ألَبَّ	الب	الب	ءلب	صحيح	qutrub
أَلْبَأَ	البا	البا	ءلبء	صحيح	qutrub
البائس	الباءس	باءس	باس	derived	sarf-derivations
الباب	الباب	باب	بوب	derived	sarf-derivations
البارئ	البارء	بارء	برا	derived	sarf-derivations
البأس	الباس	باس	باس	derived	sarf-derivations
إلْبَاسٌ	الباس	البس	البس	Added	asmai-derivations
البأساء	الباساء	باساء	باس	derived	sarf-derivations
الباطل	الباطل	باطل	بطل	derived	sarf-derivations
الباقين	الباقين	باقي	بقي	derived	sarf-derivations
البالغة	البالغة	بالغة	بلغ	derived	sarf-derivations
أَلْبَثَ	البث	البث	ءلبث	صحيح	qutrub
البحار	البحار	بحار	بحر	derived	sarf-derivations
البحر	البحر	بحر	بحر	derived	sarf-derivations
البحران	البحران	بحر	بحر	derived	sarf-derivations
البحرين	البحرين	بحر	بحر	derived	sarf-derivations
أَلْبَدَ	البد	البد	ءلبد	صحيح	qutrub
البدو	البدو	بدو	بدو	derived	sarf-derivations
البر	البر	بر	برر	derived	sarf-derivations
البرق	البرق	برق	برق	derived	sarf-derivations
البروج	البروج	برج	برج	derived	sarf-derivations
البرية	البرية	برية	برا	derived	sarf-derivations
أَلْبَسَ	البس	البس	ءلبس	صحيح	qutrub
البسط	البسط	بسط	بسط	derived	sarf-derivations
البشر	البشر	البشر		derived	sarf-derivations
البشرى	البشرا	بشرا	بشر	derived	sarf-derivations
البشير	البشير	بشير	بشر	derived	sarf-derivations
البصر	البصر	بصر	بصر	derived	sarf-derivations
البصير	البصير	البصير		derived	sarf-derivations
البطشة	البطشة	بطشة	بطش	derived	sarf-derivations
البطون	البطون	بطن	بطن	derived	sarf-derivations
البعث	البعث	بعث	بعث	derived	sarf-derivations
البعيد	البعيد	بعيد	بعد	derived	sarf-derivations
البغاء	البغاء	بغاء	بغي	derived	sarf-derivations
البغضاء	البغضاء	بغضاء	بغض	derived	sarf-derivations
البغي	البغي	بغي	بغي	derived	sarf-derivations
البقر	البقر	بقرة	بقر	derived	sarf-derivations
البقعة	البقعة	بقعة	بقع	derived	sarf-derivations
أَلْبَكَ	البك	البك	ءلبك	صحيح	qutrub
البكم	البكم	ابكم	بكم	derived	sarf-derivations
البلاء	البلاء	بلاء	بلو	derived	sarf-derivations
البلاد	البلاد	البلاد		derived	sarf-derivations
البلاغ	البلاغ	بلاغ	بلغ	derived	sarf-derivations
البلد	البلد	بلد	بلد	derived	sarf-derivations
البلدة	البلدة	بلدة	بلد	derived	sarf-derivations
أَلْبَنَ	البن	البن	ءلبن	صحيح	qutrub
البنات	البنات	البنات		derived	sarf-derivations
البنون	البنون	البنون	بنو	derived	sarf-derivations
البنين	البنين	بنون	بنو	derived	sarf-derivations
البوار	البوار	بوار	بور	derived	sarf-derivations
البيان	البيان	بيان	بين	derived	sarf-derivations
البيت	البيت	بيت	بيت	derived	sarf-derivations
البيع	البيع	بيع	بيع	derived	sarf-derivations
البينات	البينات	بينة	بين	derived	sarf-derivations
البينة	البينة	البينة		derived	sarf-derivations
البيوت	البيوت	البيوت		derived	sarf-derivations
أَلَتَ	الت	الت	ءلت	صحيح	qutrub
اِلْتِئَامٌ	التءام	التام	التام	Added	asmai-derivations
التائبون	التاءبون	تاءب	توب	derived	sarf-derivations
اِلْتَأَى	التاا	التاا	التءا	ناقص	qutrub
التابعين	التابعين	تابع	تبع	derived	sarf-derivations
التابوت	التابوت	تابوت	تابوت	derived	sarf-derivations
اِلْتاثَ	التاث	التاث	التاث	أجوف	qutrub
اِلْتاحَ	التاح	التاح	التاح	أجوف	qutrub
اِلْتاخَ	التاخ	التاخ	التاخ	أجوف	qutrub
اِلْتاطَ	التاط	التاط	التاط	أجوف	qutrub
اِلْتاظَ	التاظ	التاظ	التاظ	أجوف	qutrub
اِلْتاعَ	التاع	التاع	التاع	أجوف	qutrub
اِلْتاقَ	التاق	التاق	التاق	أجوف	qutrub
اِلْتَأَمَ	التام	التام	التءم	صحيح	qutrub
اِلْتامَ	التام	التام	التام	أجوف	qutrub
أَلْتَبَ	التب	التب	ءلتب	صحيح	qutrub
اِلْتَبَأَ	التبا	التبا	التبء	صحيح	qutrub
اِلْتِبَاسٌ	التباس	التبس	التبس	Added	asmai-derivations
اِلْتِبَاكٌ	التباك	التبك	التبك	Added	asmai-derivations
اِلْتَبَدَ	التبد	التبد	التبد	صحيح	qutrub
اِلْتَبَسَ	التبس	التبس	التبس	صحيح	qutrub
اِلْتَبَطَ	التبط	التبط	التبط	صحيح	qutrub
اِلْتَبَكَ	التبك	التبك	التبك	صحيح	qutrub
اِلْتَبَنَ	التبن	التبن	التبن	صحيح	qutrub
اِلْتَتَبَ	التتب	التتب	التتب	صحيح	qutrub
اِلْتَثَقَ	التثق	التثق	التثق	صحيح	qutrub
اِلْتَثَمَ	التثم	التثم	التثم	صحيح	qutrub
اِلْتَجَّ	التج	التج	التج	صحيح	qutrub
اِلْتَجَأَ	التجا	التجا	التجء	صحيح	qutrub
اِلْتِجَاءٌ	التجاء	التجا	التجا	Added	asmai-derivations
التجارة	التجارة	تجارة	تجر	derived	sarf-derivations
اِلْتَحَى	التحا	التحا	التحا	ناقص	qutrub
اِلْتِحَاءٌ	التحاء	التحا	التحا	Added	asmai-derivations
اِلْتِحَافٌ	التحاف	التحف	التحف	Added	asmai-derivations
اِلْتِحَاقٌ	التحاق	التحق	التحق	Added	asmai-derivations
اِلْتِحَامٌ	التحام	التحم	التحم	Added	asmai-derivations
اِلْتَحَبَ	التحب	التحب	التحب	صحيح	qutrub
اِلْتَحَجَ	التحج	التحج	التحج	صحيح	qutrub
اِلْتَحَدَ	التحد	التحد	التحد	صحيح	qutrub
اِلْتَحَسَ	التحس	التحس	التحس	صحيح	qutrub
اِلْتَحَصَ	التحص	التحص	التحص	صحيح	qutrub
اِلْتَحَطَ	التحط	التحط	التحط	صحيح	qutrub
اِلْتَحَفَ	التحف	التحف	التحف	صحيح	qutrub
اِلْتَحَقَ	التحق	التحق	التحق	صحيح	qutrub
اِلْتَحَمَ	التحم	التحم	التحم	صحيح	qutrub
اِلْتَخَّ	التخ	التخ	التخ	صحيح	qutrub
اِلْتَخَى	التخا	التخا	التخا	ناقص	qutrub
اَلْتَخَمَ	التخم	التخم	التخم	صحيح	qutrub
اِلْتَدَّ	التد	التد	التد	صحيح	qutrub
اِلْتَدَمَ	التدم	التدم	التدم	صحيح	qutrub
اِلْتَذَّ	التذ	التذ	التذ	صحيح	qutrub
اِلْتِذاذٌ	التذاذ	التذ	التذ	Added	asmai-derivations
اِلْتَذَعَ	التذع	التذع	التذع	صحيح	qutrub
التذكرة	التذكرة	تذكرة	ذكر	derived	sarf-derivations
التراب	التراب	تراب	ترب	derived	sarf-derivations
التراث	التراث	التراث		derived	sarf-derivations
التراقي	التراقي	تراقي	رقي	derived	sarf-derivations
اِلْتَزَّ	التز	التز	التز	صحيح	qutrub
اِلْتِزَاقٌ	التزاق	التزق	التزق	Added	asmai-derivations
اِلْتِزَامٌ	التزام	التزم	التزم	Added	asmai-derivations
اِلْتَزَقَ	التزق	التزق	التزق	صحيح	qutrub
اِلْتَزَمَ	التزم	التزم	التزم	صحيح	qutrub
اِلْتِصَاقٌ	التصاق	التصق	التصق	Added	asmai-derivations
اِلْتَصَبَ	التصب	التصب	التصب	صحيح	qutrub
اِلْتَصَقَ	التصق	التصق	التصق	صحيح	qutrub
اِلْتَطَّ	التط	التط	التط	صحيح	qutrub
اِلْتِطَامٌ	التطام	التطم	التطم	Added	asmai-derivations
اِلْتَطَعَ	التطع	التطع	التطع	صحيح	qutrub
اِلْتَطَمَ	التطم	التطم	التطم	صحيح	qutrub
اِلْتَظَى	التظا	التظا	التظا	ناقص	qutrub
اِلْتَعَجَ	التعج	التعج	التعج	صحيح	qutrub
التعفف	التعفف	تعفف	عفف	derived	sarf-derivations
اِلْتَعَقَ	التعق	التعق	التعق	صحيح	qutrub
اِلْتَعَنَ	التعن	التعن	التعن	صحيح	qutrub
التغابن	التغابن	تغابن	غبن	derived	sarf-derivations
اِلْتَغَدَ	التغد	التغد	التغد	صحيح	qutrub
اِلْتَغَمَ	التغم	التغم	التغم	صحيح	qutrub
اِلْتَفَّ	التف	التف	التف	صحيح	qutrub
اِلْتَفَأَ	التفا	التفا	التفء	صحيح	qutrub
اِلْتِفَاتٌ	التفات	التفت	التفت	Added	asmai-derivations
اِلْتِفَافٌ	التفاف	التف	التف	Added	asmai-derivations
اِلْتَفَتَ	التفت	التفت	التفت	صحيح	qutrub
اِلْتَفَعَ	التفع	التفع	التفع	صحيح	qutrub
اِلْتَقَى	التقا	التقا	التقا	ناقص	qutrub
التقى	التقا	التقا	لقي	derived	sarf-derivations
اِلْتِقَاءٌ	التقاء	التقا	التقا	Added	asmai-derivations
اِلْتِقَاطٌ	التقاط	التقط	التقط	Added	asmai-derivations
اِلْتِقَافٌ	التقاف	التقف	التقف	Added	asmai-derivations
اِلْتِقَامٌ	التقام	التقم	التقم	Added	asmai-derivations
التقتا	التقتا	التقا	لقي	derived	sarf-derivations
اِلْتَقَصَ	التقص	التقص	التقص	صحيح	qutrub
اِلْتَقَطَ	التقط	التقط	التقط	صحيح	qutrub
اِلْتَقَفَ	التقف	التقف	التقف	صحيح	qutrub
اِلْتَقَمَ	التقم	التقم	التقم	صحيح	qutrub
التقوى	التقوا	تقوا	وقي	derived	sarf-derivations
التقيتم	التقيتم	التقا	لقي	derived	sarf-derivations
اِلْتَكَّ	التك	التك	التك	صحيح	qutrub
التكاثر	التكاثر	تكاثر	كثر	derived	sarf-derivations
اِلْتَكَدَ	التكد	التكد	التكد	صحيح	qutrub
اِلْتَكَمَ	التكم	التكم	التكم	صحيح	qutrub
التلاق	التلاق	تلاقي	لقي	derived	sarf-derivations
اِلْتَمَّ	التم	التم	التم	صحيح	qutrub
اِلْتَمَأَ	التما	التما	التمء	صحيح	qutrub
التماثيل	التماثيل	تمثال	مثل	derived	sarf-derivations
اِلْتِمَاسٌ	التماس	التمس	التمس	Added	asmai-derivations
اِلْتَمَحَ	التمح	التمح	التمح	صحيح	qutrub
اِلْتَمَسَ	التمس	التمس	التمس	صحيح	qutrub
اِلْتَمَظَ	التمظ	التمظ	التمظ	صحيح	qutrub
اِلْتَمَعَ	التمع	التمع	التمع	صحيح	qutrub
التناد	التناد	التناد		derived	sarf-derivations
ألتناهم	التناهم	الت	الت	derived	sarf-derivations
التناوش	التناوش	تناوش	نوش	derived	sarf-derivations
التنور	التنور	التنور	تنور	derived	sarf-derivations
اِلْتَهَى	التها	التها	التها	ناقص	qutrub
اِلْتِهَابٌ	التهاب	التهب	التهب	Added	asmai-derivations
اِلْتِهَافٌ	التهاف	التهف	التهف	Added	asmai-derivations
اِلْتِهَامٌ	التهام	التهم	التهم	Added	asmai-derivations
اِلْتَهَبَ	التهب	التهب	التهب	صحيح	qutrub
اِلْتَهَثَ	التهث	التهث	التهث	صحيح	qutrub
التهلكة	التهلكة	تهلكة	هلك	derived	sarf-derivations
اِلْتَهَمَ	التهم	التهم	التهم	صحيح	qutrub
اِلْتَوَى	التوا	التوا	التوا	ناقص	qutrub
اِلْتِوَاءٌ	التواء	التوا	التوا	Added	asmai-derivations
التواب	التواب	تواب	توب	derived	sarf-derivations
التوابين	التوابين	تواب	توب	derived	sarf-derivations
التوب	التوب	التوب		derived	sarf-derivations
التوبة	التوبة	توبة	توب	derived	sarf-derivations
التوراة	التوراة	التوراة	تورة	derived	sarf-derivations
التي	التي	التي	الذي	derived	sarf-derivations
اِلْتِياعٌ	التياع	التاع	التاع	Added	asmai-derivations
أَلَثَّ	الث	الث	ءلث	صحيح	qutrub
أَلْثَى	الثا	الثا	ءلثا	ناقص	qutrub
الثابت	الثابت	ثابت	ثبت	derived	sarf-derivations
