word	vocalized	type	category	source
الفوقها	أَلَفَوْقهَا	اسم	ظرف مكان	compiled-forms-derived
الفوقهم	أَلَفَوْقهُمْ	اسم	ظرف مكان	compiled-forms-derived
الفوقهما	أَلَفَوْقهُمَا	اسم	ظرف مكان	compiled-forms-derived
الفوقهن	أَلَفَوْقهُنَّ	اسم	ظرف مكان	compiled-forms-derived
الفوقي	أَلَفَوْقِي	اسم	ظرف مكان	compiled-forms-derived
الفي	أَلَفِيَّ	حرف	حرف جر	compiled-forms-derived
الفيك	أَلَفِيكِ	حرف	حرف جر	compiled-forms-derived
الفيكم	أَلَفِيكُمْ	حرف	حرف جر	compiled-forms-derived
الفيكما	أَلَفِيكُمَا	حرف	حرف جر	compiled-forms-derived
الفيكن	أَلَفِيكُنَّ	حرف	حرف جر	compiled-forms-derived
الفينا	أَلَفِينَا	حرف	حرف جر	compiled-forms-derived
الفيه	أَلَفِيهُ	حرف	حرف جر	compiled-forms-derived
الفيها	أَلَفِيهَا	حرف	حرف جر	compiled-forms-derived
الفيهم	أَلَفِيهُمْ	حرف	حرف جر	compiled-forms-derived
الفيهما	أَلَفِيهُمَا	حرف	حرف جر	compiled-forms-derived
الفيهن	أَلَفِيهُنَّ	حرف	حرف جر	compiled-forms-derived
الفيي	ألفيي	حرف	كلمات شائعة	compiled-forms-derived
القلما	أَلَقَلَّمَا	فعل	فعل جامد	compiled-forms-derived
الك	أَلَك	ضمير	ضمير متصل مجرور	compiled-forms-derived
الكاب	الكأب	حرف	كلمات شائعة	compiled-forms-derived
الكاخ	الكأخ	حرف	كلمات شائعة	compiled-forms-derived
الكان	أَلَكَأَنّ	حرف	إن و أخواتها	compiled-forms-derived
الكانك	أَلَكَأَنّكِ	حرف	إن و أخواتها	compiled-forms-derived
الكانكم	أَلَكَأَنّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
الكانكما	أَلَكَأَنّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
الكانكن	أَلَكَأَنّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
الكانما	أَلَكَأَنَّمَا	حرف	حرف تشبيه	compiled-forms-derived
الكاننا	أَلَكَأَنّنَا	حرف	إن و أخواتها	compiled-forms-derived
الكانه	أَلَكَأَنّهُ	حرف	إن و أخواتها	compiled-forms-derived
الكانها	أَلَكَأَنّهَا	حرف	إن و أخواتها	compiled-forms-derived
الكانهم	أَلَكَأَنّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
الكانهما	أَلَكَأَنّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
الكانهن	أَلَكَأَنّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
الكاني	أَلَكَأَنِّي	حرف	إن و أخواتها	compiled-forms-derived
الكحم	الكحم	حرف	كلمات شائعة	compiled-forms-derived
الكفو	الكفو	حرف	كلمات شائعة	compiled-forms-derived
الكل	أَلِكُلّ	اسم	توكيد	compiled-forms-derived
الكلتا	أَلِكِلْتَا	اسم	توكيد	compiled-forms-derived
الكلك	أَلِكُلّكِ	اسم	توكيد	compiled-forms-derived
الكلكم	أَلِكُلّكُمْ	اسم	توكيد	compiled-forms-derived
الكلكما	أَلِكُلّكُمَا	اسم	توكيد	compiled-forms-derived
الكلكن	أَلِكُلّكُنَّ	اسم	توكيد	compiled-forms-derived
الكلنا	أَلِكُلّنَا	اسم	توكيد	compiled-forms-derived
الكله	أَلِكُلّهُ	اسم	توكيد	compiled-forms-derived
الكلها	أَلِكُلّهَا	اسم	توكيد	compiled-forms-derived
الكلهم	أَلِكُلّهُمْ	اسم	توكيد	compiled-forms-derived
الكلهما	أَلِكُلّهُمَا	اسم	توكيد	compiled-forms-derived
الكلهن	أَلِكُلّهُنَّ	اسم	توكيد	compiled-forms-derived
الكلي	أَلِكُلِّي	اسم	توكيد	compiled-forms-derived
الكليكما	أَلِكِلَيْكُمَا	حرف	توكيد	compiled-forms-derived
الكليهما	أَلِكِلَيْهِمَا	حرف	توكيد	compiled-forms-derived
الكم	أَلَكُم	ضمير	ضمير متصل مجرور	compiled-forms-derived
الكما	أَلَكُمَا	ضمير	ضمير متصل مجرور	compiled-forms-derived
الكن	أَلَكُنّ	ضمير	ضمير متصل مجرور	compiled-forms-derived
اللاءي	الْلَائِي	اسم	اسم موصول	compiled-forms-derived
اللاب	اللأب	حرف	كلمات شائعة	compiled-forms-derived
اللاتي	اللاتي	حرف	كلمات شائعة	compiled-forms-derived
اللاخ	اللأخ	حرف	كلمات شائعة	compiled-forms-derived
اللتان	اللتان	حرف	كلمات شائعة	compiled-forms-derived
اللتيا	اللتيا	حرف	كلمات شائعة	compiled-forms-derived
اللتين	اللتين	حرف	كلمات شائعة	compiled-forms-derived
اللحم	اللحم	حرف	كلمات شائعة	compiled-forms-derived
اللذان	اللذان	حرف	كلمات شائعة	compiled-forms-derived
اللذين	اللذين	حرف	كلمات شائعة	compiled-forms-derived
اللفو	اللفو	حرف	كلمات شائعة	compiled-forms-derived
اللواتي	اللواتي	حرف	كلمات شائعة	compiled-forms-derived
الم	أَلَم	حرف	حرف جزم	compiled-forms-derived
الما	أَلَمَّا	حرف	ظرف	compiled-forms-derived
الماضي	الماضي	حرف	كلمات شائعة	compiled-forms-derived
المثل	أَلِمِثْل	اسم	اسم إضافة	compiled-forms-derived
المثلك	أَلِمِثْلكِ	اسم	اسم إضافة	compiled-forms-derived
المثلكم	أَلِمِثْلكُمْ	اسم	اسم إضافة	compiled-forms-derived
المثلكما	أَلِمِثْلكُمَا	اسم	اسم إضافة	compiled-forms-derived
المثلكن	أَلِمِثْلكُنَّ	اسم	اسم إضافة	compiled-forms-derived
المثلنا	أَلِمِثْلنَا	اسم	اسم إضافة	compiled-forms-derived
المثله	أَلِمِثْلهُ	اسم	اسم إضافة	compiled-forms-derived
المثلها	أَلِمِثْلهَا	اسم	اسم إضافة	compiled-forms-derived
المثلهم	أَلِمِثْلهُمْ	اسم	اسم إضافة	compiled-forms-derived
المثلهما	أَلِمِثْلهُمَا	اسم	اسم إضافة	compiled-forms-derived
المثلهن	أَلِمِثْلهُنَّ	اسم	اسم إضافة	compiled-forms-derived
المثلي	أَلِمِثْلِي	اسم	اسم إضافة	compiled-forms-derived
المع	أَلَمَع	اسم	اسم إضافة	compiled-forms-derived
المعك	أَلَمَعكِ	اسم	اسم إضافة	compiled-forms-derived
المعكم	أَلَمَعكُمْ	اسم	اسم إضافة	compiled-forms-derived
المعكما	أَلَمَعكُمَا	اسم	اسم إضافة	compiled-forms-derived
المعكن	أَلَمَعكُنَّ	اسم	اسم إضافة	compiled-forms-derived
المعنا	أَلَمَعنَا	اسم	اسم إضافة	compiled-forms-derived
المعه	أَلَمَعهُ	اسم	اسم إضافة	compiled-forms-derived
المعها	أَلَمَعهَا	اسم	اسم إضافة	compiled-forms-derived
المعهم	أَلَمَعهُمْ	اسم	اسم إضافة	compiled-forms-derived
المعهما	أَلَمَعهُمَا	اسم	اسم إضافة	compiled-forms-derived
المعهن	أَلَمَعهُنَّ	اسم	اسم إضافة	compiled-forms-derived
المعي	أَلَمَعِي	اسم	اسم إضافة	compiled-forms-derived
المقبل	المقبل	حرف	كلمات شائعة	compiled-forms-derived
المن	أَلَمِن	حرف	حرف جر	compiled-forms-derived
المنك	أَلَمِنكِ	حرف	حرف جر	compiled-forms-derived
المنكم	أَلَمِنكُمْ	حرف	حرف جر	compiled-forms-derived
المنكما	أَلَمِنكُمَا	حرف	حرف جر	compiled-forms-derived
المنكن	أَلَمِنكُنَّ	حرف	حرف جر	compiled-forms-derived
المننا	أَلَمِننَا	حرف	حرف جر	compiled-forms-derived
المنه	أَلَمِنهُ	حرف	حرف جر	compiled-forms-derived
المنها	أَلَمِنهَا	حرف	حرف جر	compiled-forms-derived
المنهم	أَلَمِنهُمْ	حرف	حرف جر	compiled-forms-derived
المنهما	أَلَمِنهُمَا	حرف	حرف جر	compiled-forms-derived
المنهن	أَلَمِنهُنَّ	حرف	حرف جر	compiled-forms-derived
المني	أَلَمِنِي	حرف	حرف جر	compiled-forms-derived
الن	أَلَن	حرف	الحروف(حروف)	compiled-forms-derived
النا	أَلَنَا	ضمير	ضمير متصل مجرور	compiled-forms-derived
النحن	أَلَنَحْن	ضمير	ضمير منفصل	compiled-forms-derived
النحو	أَلِنَحْو	اسم	اسم إضافة	compiled-forms-derived
النحوك	أَلِنَحْوكِ	اسم	اسم إضافة	compiled-forms-derived
النحوكم	أَلِنَحْوكُمْ	اسم	اسم إضافة	compiled-forms-derived
النحوكما	أَلِنَحْوكُمَا	اسم	اسم إضافة	compiled-forms-derived
النحوكن	أَلِنَحْوكُنَّ	اسم	اسم إضافة	compiled-forms-derived
النحونا	أَلِنَحْونَا	اسم	اسم إضافة	compiled-forms-derived
النحوه	أَلِنَحْوهُ	اسم	اسم إضافة	compiled-forms-derived
النحوها	أَلِنَحْوهَا	اسم	اسم إضافة	compiled-forms-derived
النحوهم	أَلِنَحْوهُمْ	اسم	اسم إضافة	compiled-forms-derived
النحوهما	أَلِنَحْوهُمَا	اسم	اسم إضافة	compiled-forms-derived
النحوهن	أَلِنَحْوهُنَّ	اسم	اسم إضافة	compiled-forms-derived
النحوي	أَلِنَحْوِي	اسم	اسم إضافة	compiled-forms-derived
النفس	أَلِنَفْس	اسم	توكيد	compiled-forms-derived
النفسك	أَلِنَفْسكِ	اسم	توكيد	compiled-forms-derived
النفسكم	أَلِنَفْسكُمْ	اسم	توكيد	compiled-forms-derived
النفسكما	أَلِنَفْسكُمَا	اسم	توكيد	compiled-forms-derived
النفسكن	أَلِنَفْسكُنَّ	اسم	توكيد	compiled-forms-derived
النفسنا	أَلِنَفْسنَا	اسم	توكيد	compiled-forms-derived
النفسه	أَلِنَفْسهُ	اسم	توكيد	compiled-forms-derived
النفسها	أَلِنَفْسهَا	اسم	توكيد	compiled-forms-derived
النفسهم	أَلِنَفْسهُمْ	اسم	توكيد	compiled-forms-derived
النفسهما	أَلِنَفْسهُمَا	اسم	توكيد	compiled-forms-derived
النفسهن	أَلِنَفْسهُنَّ	اسم	توكيد	compiled-forms-derived
النفسي	أَلِنَفْسِي	اسم	توكيد	compiled-forms-derived
اله	أَلَه	ضمير	ضمير متصل مجرور	compiled-forms-derived
الهءلاء	أَلِهَؤُلَاء	اسم	اسم إشارة	compiled-forms-derived
الها	أَلَهَا	ضمير	ضمير متصل مجرور	compiled-forms-derived
الهاته	أَلِهَاتِه	اسم	اسم إشارة	compiled-forms-derived
الهاتي	أَلِهَاتِي	اسم	اسم إشارة	compiled-forms-derived
الهاتين	أَلِهَاتَيْن	اسم	اسم إشارة	compiled-forms-derived
الهاذين	أَلِهَاذَيْن	اسم	اسم إشارة	compiled-forms-derived
الهذا	أَلِهَذَا	اسم	اسم إشارة	compiled-forms-derived
الهذه	أَلِهَذِه	اسم	اسم إشارة	compiled-forms-derived
الهم	أَلِهُم	ضمير	ضمير منفصل	compiled-forms-derived
الهما	أَلِهُمَا	ضمير	ضمير منفصل	compiled-forms-derived
الهن	أَلِهُنّ	ضمير	ضمير منفصل	compiled-forms-derived
الهناك	أَلِهُنَاك	اسم	اسم إشارة	compiled-forms-derived
الهنالك	أَلِهُنَالِك	اسم	اسم إشارة	compiled-forms-derived
الهو	أَلِهُو	ضمير	ضمير منفصل	compiled-forms-derived
الهي	أَلِهِي	ضمير	ضمير منفصل	compiled-forms-derived
الو	أَلَو	حرف	الحروف(حروف)	compiled-forms-derived
الواب	الوأب	حرف	كلمات شائعة	compiled-forms-derived
الواخ	الوأخ	حرف	كلمات شائعة	compiled-forms-derived
الوباب	الوبأب	حرف	كلمات شائعة	compiled-forms-derived
الوباخ	الوبأخ	حرف	كلمات شائعة	compiled-forms-derived
الوبحم	الوبحم	حرف	كلمات شائعة	compiled-forms-derived
الوبفو	الوبفو	حرف	كلمات شائعة	compiled-forms-derived
الوحم	الوحم	حرف	كلمات شائعة	compiled-forms-derived
الوراء	أَلَوَرَاء	اسم	ظرف مكان	compiled-forms-derived
الوراءك	أَلَوَرَاءكِ	اسم	ظرف مكان	compiled-forms-derived
الوراءكم	أَلَوَرَاءكُمْ	اسم	ظرف مكان	compiled-forms-derived
الوراءكما	أَلَوَرَاءكُمَا	اسم	ظرف مكان	compiled-forms-derived
الوراءكن	أَلَوَرَاءكُنَّ	اسم	ظرف مكان	compiled-forms-derived
الوراءنا	أَلَوَرَاءنَا	اسم	ظرف مكان	compiled-forms-derived
الوراءه	أَلَوَرَاءهُ	اسم	ظرف مكان	compiled-forms-derived
الوراءها	أَلَوَرَاءهَا	اسم	ظرف مكان	compiled-forms-derived
الوراءهم	أَلَوَرَاءهُمْ	اسم	ظرف مكان	compiled-forms-derived
الوراءهما	أَلَوَرَاءهُمَا	اسم	ظرف مكان	compiled-forms-derived
الوراءهن	أَلَوَرَاءهُنَّ	اسم	ظرف مكان	compiled-forms-derived
الوراءي	أَلَوَرَائِي	اسم	ظرف مكان	compiled-forms-derived
الوفو	الوفو	حرف	كلمات شائعة	compiled-forms-derived
الوقت	الوقت	حرف	كلمات شائعة	compiled-forms-derived
الوكاب	الوكأب	حرف	كلمات شائعة	compiled-forms-derived
الوكاخ	الوكأخ	حرف	كلمات شائعة	compiled-forms-derived
الوكحم	الوكحم	حرف	كلمات شائعة	compiled-forms-derived
الوكفو	الوكفو	حرف	كلمات شائعة	compiled-forms-derived
الولاب	الولأب	حرف	كلمات شائعة	compiled-forms-derived
الولاخ	الولأخ	حرف	كلمات شائعة	compiled-forms-derived
الولحم	الولحم	حرف	كلمات شائعة	compiled-forms-derived
الولفو	الولفو	حرف	كلمات شائعة	compiled-forms-derived
الي	الي	حرف	كلمات شائعة	compiled-forms-derived
اليس	أَلَيْس	فعل	كان و أخواتها	compiled-forms-derived
اليسا	أَلَيْسَا	فعل	كان و أخواتها	compiled-forms-derived
اليست	أَلَيْسَت	فعل	كان و أخواتها	compiled-forms-derived
