singular	plural	source
رسالة	رساءل	qalsadi-nouns
رسغ	ارساغ	qalsadi-nouns
رسغ	ارسغ	qalsadi-nouns
رسم	ارسم	qalsadi-nouns
رسم	رسوم	qalsadi-nouns
رسم	رسومات	qalsadi-nouns
رسن	ارسان	qalsadi-nouns
رسن	ارسن	qalsadi-nouns
رسول	رسل	qalsadi-nouns
رش	رشاش	qalsadi-nouns
رشا	ارشاء	qalsadi-nouns
رشاء	ارشية	qalsadi-nouns
رشاة	رشا	qalsadi-nouns
رشق	ارشاق	qalsadi-nouns
رشوة	رشا	qalsadi-nouns
رشيق	جرشق	qalsadi-nouns
رشيق	جرشقجرشاق	qalsadi-nouns
رصاف	رصف	qalsadi-nouns
رصافة	رصاءف	qalsadi-nouns
رصد	ارصاد	qalsadi-nouns
رصدة	رصاد	qalsadi-nouns
رصفة	رصف	qalsadi-nouns
رصفة	ارصاف	qalsadi-nouns
رصيد	ارصدة	qalsadi-nouns
رصيف	ارصفة	qalsadi-nouns
رضفة	رضف	qalsadi-nouns
رضي	ارضياء	qalsadi-nouns
رضي	رضاة	qalsadi-nouns
رضيع	رضعاء	qalsadi-nouns
رضيع	رضع	qalsadi-nouns
رضيع	رضعجرضا	qalsadi-nouns
رطب	رطاب	qalsadi-nouns
رطب	ارطاب	qalsadi-nouns
رطبة	رطاب	qalsadi-nouns
رطل	ارطال	qalsadi-nouns
رعاع	واحدةرعاعة	qalsadi-nouns
رعبل	رعابل	qalsadi-nouns
رعد	رعود	qalsadi-nouns
رعديد	رعاديد	qalsadi-nouns
رعي	ارعاءلايجوزجمعمذكرسالم	qalsadi-nouns
رعية	رعايا	qalsadi-nouns
رغاب	رغب	qalsadi-nouns
رغام	ارغمة	qalsadi-nouns
رغوة	رغا	qalsadi-nouns
رغيب	رغاب	qalsadi-nouns
رغيب	رغب	qalsadi-nouns
رغيبة	رغاءب	qalsadi-nouns
رغيدة	رغاءد	qalsadi-nouns
رغيف	ارغفة	qalsadi-nouns
رف	رفوف	qalsadi-nouns
رفاق	رفق	qalsadi-nouns
رفاق	ارفقة	qalsadi-nouns
رفد	ارفاد	qalsadi-nouns
رفد	رفود	qalsadi-nouns
رفرف	رفارف	qalsadi-nouns
رفش	ارفاش	qalsadi-nouns
رفش	رفوش	qalsadi-nouns
رفيدة	رفاءد	qalsadi-nouns
رفيس	رفاءس	qalsadi-nouns
رفيق	رفقاء	qalsadi-nouns
رفيق	رفاقمءنثالرفيق	qalsadi-nouns
رق	رقوق	qalsadi-nouns
رقبة	رقاب	qalsadi-nouns
رقش	رقوش	qalsadi-nouns
رقشاء	مءنثارقش	qalsadi-nouns
رقط	ارقاط	qalsadi-nouns
رقطاء	مءنثارقط	qalsadi-nouns
رقطة	رقط	qalsadi-nouns
رقعة	رقع	qalsadi-nouns
رقعة	رقاع	qalsadi-nouns
رقم	ارقام	qalsadi-nouns
رقيب	رقباءفياسماءاللهتعالاا	qalsadi-nouns
رقية	رقا	qalsadi-nouns
رقيق	مثنارقيقانرقيقان	qalsadi-nouns
رقيق	ارقاء	qalsadi-nouns
رقيق	رقاق	qalsadi-nouns
ركاب	ركب	qalsadi-nouns
ركاب	ركاءب	qalsadi-nouns
ركب	اركب	qalsadi-nouns
ركب	ركوب	qalsadi-nouns
ركبة	ركب	qalsadi-nouns
ركن	اركان	qalsadi-nouns
ركوة	ركاء	qalsadi-nouns
ركيب	ركب	qalsadi-nouns
ركيزة	ركاءز	qalsadi-nouns
رماد	ارمدة	qalsadi-nouns
رمانة	واحدةالرمان	qalsadi-nouns
رمة	رمم	qalsadi-nouns
رمح	رماح	qalsadi-nouns
رمح	ارماح	qalsadi-nouns
رمز	رموز	qalsadi-nouns
رمس	رموس	qalsadi-nouns
رمش	رموش	qalsadi-nouns
رمق	ارماق	qalsadi-nouns
رمل	رمال	qalsadi-nouns
رمل	ارمال	qalsadi-nouns
رمية	رمايا	qalsadi-nouns
رميم	يستويفيهالمذكروال	qalsadi-nouns
رهبان	رهابين	qalsadi-nouns
رهط	ارهط	qalsadi-nouns
رهط	ارهاط	qalsadi-nouns
رهن	رهان	qalsadi-nouns
رهن	رهون	qalsadi-nouns
رهيب	مفعول	qalsadi-nouns
رهين	رهاءن	qalsadi-nouns
رهينة	رهاءن	qalsadi-nouns
رواء	اروية	qalsadi-nouns
رواءح	مفردراءحة	qalsadi-nouns
رواتب	مفردراتب	qalsadi-nouns
روادف	مفردرادفة	qalsadi-nouns
رواق	اروقة	qalsadi-nouns
رواية	روايات	qalsadi-nouns
روث	ارواث	qalsadi-nouns
روح	ارواح	qalsadi-nouns
روسم	رواسم	qalsadi-nouns
روشم	رواشم	qalsadi-nouns
روضة	رياض	qalsadi-nouns
روضة	روض	qalsadi-nouns
روق	ارواق	qalsadi-nouns
روية	مءنثالروي	qalsadi-nouns
ريبة	ريب	qalsadi-nouns
ريح	رياح	qalsadi-nouns
ريح	ارياح	qalsadi-nouns
ريحان	رياحين	qalsadi-nouns
ريع	رياع	qalsadi-nouns
ريع	ريوع	qalsadi-nouns
ريع	ارياع	qalsadi-nouns
ريف	ارياف	qalsadi-nouns
ريق	ارياق	qalsadi-nouns
ريق	رياق	qalsadi-nouns
زاءد	زواءد	qalsadi-nouns
زاءر	ون	qalsadi-nouns
زاءر	ات	qalsadi-nouns
زاءر	زوار	qalsadi-nouns
زاءر	زور	qalsadi-nouns
زاءف	زيف	qalsadi-nouns
زاءف	زيوف	qalsadi-nouns
زاءل	زواءل	qalsadi-nouns
زاجل	زواجل	qalsadi-nouns
زاحف	زواحف	qalsadi-nouns
زاخر	ات	qalsadi-nouns
زاخر	زواخر	qalsadi-nouns
زاد	ازواد	qalsadi-nouns
زاد	زود	qalsadi-nouns
زارع	زراع	qalsadi-nouns
زاغ	زيغان	qalsadi-nouns
زاغ	ازواغ	qalsadi-nouns
زافرة	زوافر	qalsadi-nouns
زاكي	زكاة	qalsadi-nouns
زامل	زوامل	qalsadi-nouns
زاهد	زهد	qalsadi-nouns
زاهد	زهاد	qalsadi-nouns
زاوية	زوايا	qalsadi-nouns
زبانا	زبانيات	qalsadi-nouns
زبد	ازباد	qalsadi-nouns
زبدة	زبد	qalsadi-nouns
زبرج	زبارج	qalsadi-nouns
زبرجد	زبارج	qalsadi-nouns
زبل	ازبال	qalsadi-nouns
زبور	زبر	qalsadi-nouns
زبون	زبن	qalsadi-nouns
زبية	زبا	qalsadi-nouns
زج	ازجاج	qalsadi-nouns
زج	زجاج	qalsadi-nouns
زجر	زجور	qalsadi-nouns
زجل	ازجال	qalsadi-nouns
زحلوقة	زحاليق	qalsadi-nouns
زخارف	مفردزخرف	qalsadi-nouns
زخرف	زخارف	qalsadi-nouns
زر	ازرار	qalsadi-nouns
زرافة	زرافا	qalsadi-nouns
زرب	زروب	qalsadi-nouns
زربية	زرابي	qalsadi-nouns
زرد	زرود	qalsadi-nouns
زرزور	زرازير	qalsadi-nouns
زرع	زروع	qalsadi-nouns
زرفين	زرافين	qalsadi-nouns
زرقاء	زرقمءنثازرق	qalsadi-nouns
زريبة	زراءب	qalsadi-nouns
زريعة	زراءع	qalsadi-nouns
زعازع	مفردزعزع	qalsadi-nouns
زعانف	مفردزعنفة	qalsadi-nouns
زعزع	زعازع	qalsadi-nouns
زعفران	زعافر	qalsadi-nouns
زعنفة	زعانف	qalsadi-nouns
زعيم	زعماء	qalsadi-nouns
زغبة	زغب	qalsadi-nouns
زغردة	زغاريد	qalsadi-nouns
زغلول	زغاليل	qalsadi-nouns
زفر	رجلزفر	qalsadi-nouns
زفرة	زفر	qalsadi-nouns
زق	ازقاق	qalsadi-nouns
زق	زقاق	qalsadi-nouns
زقاق	ازقة	qalsadi-nouns
زكاة	زكا	qalsadi-nouns
زكاة	زكوات	qalsadi-nouns
زكي	ازكياء	qalsadi-nouns
زلزال	زلازل	qalsadi-nouns
زلفة	زلف	qalsadi-nouns
زلقة	زلق	qalsadi-nouns
زليجة	زليج	qalsadi-nouns
زمارة	ات	qalsadi-nouns
زمارة	زمامير	qalsadi-nouns
زمام	ازمة	qalsadi-nouns
زمان	ازمنة	qalsadi-nouns
زمج	زمامج	qalsadi-nouns
زمجرة	زماجر	qalsadi-nouns
زمر	زمور	qalsadi-nouns
زمرة	زمر	qalsadi-nouns
زمعة	زمع	qalsadi-nouns
زمعة	زماع	qalsadi-nouns
زمعة	ازماع	qalsadi-nouns
زمل	ازمال	qalsadi-nouns
زمن	ازمان	qalsadi-nouns
زمن	ازمن	qalsadi-nouns
زمير	زمار	qalsadi-nouns
زميع	زمعاء	qalsadi-nouns
زميل	زملاء	qalsadi-nouns
زناد	ازندة	qalsadi-nouns
زنار	زنانير	qalsadi-nouns
زنبار	زنابير	qalsadi-nouns
زنبق	زنابق	qalsadi-nouns
زنبور	زنابير	qalsadi-nouns
زنبيل	زنابيل	qalsadi-nouns
زنج	زنوج	qalsadi-nouns
زنجي	واحدالزنج	qalsadi-nouns
زند	زناد	qalsadi-nouns
زند	ازند	qalsadi-nouns
زند	ازناد	qalsadi-nouns
زنديق	زناديق	qalsadi-nouns
زنديق	زنادقة	qalsadi-nouns
زهر	زهور	qalsadi-nouns
زهر	ازهارجازاهر	qalsadi-nouns
زهراء	مءنثازهر	qalsadi-nouns
زهرة	واحدةالزهر	qalsadi-nouns
زهور	مفردزهر	qalsadi-nouns
زهيد	جزهدانمءزهيدةجزهاءد	qalsadi-nouns
زوابع	مفردزوبعة	qalsadi-nouns
زواحف	مفردزاحفة	qalsadi-nouns
زواخر	مفردزاخر	qalsadi-nouns
زوار	ازورة	qalsadi-nouns
زوافر	مفردزافرة	qalsadi-nouns
زوبعة	زوابع	qalsadi-nouns
زوج	ازواج	qalsadi-nouns
زوجة	زيجات	qalsadi-nouns
زورق	زوارق	qalsadi-nouns
زون	ازوان	qalsadi-nouns
زي	ازياء	qalsadi-nouns
زيت	زيوت	qalsadi-nouns
زيتونة	واحدةالزيتون	qalsadi-nouns
زيج	ازياج	qalsadi-nouns
زيج	زيجة	qalsadi-nouns
زير	ازيار	qalsadi-nouns
زير	ازوار	qalsadi-nouns
زير	زيرة	qalsadi-nouns
زيز	زيزان	qalsadi-nouns
زيف	زيوف	qalsadi-nouns
زيق	ازياق	qalsadi-nouns
زيمة	زيم	qalsadi-nouns
زين	ازيان	qalsadi-nouns
زين	زينات	qalsadi-nouns
زينة	زين	qalsadi-nouns
زينة	ازيان	qalsadi-nouns
زينة	زينات	qalsadi-nouns
سءال	اسءلة	qalsadi-nouns
سءر	اسءر	qalsadi-nouns
سءرة	سءر	qalsadi-nouns
ساءب	سواءب	qalsadi-nouns
ساءح	سياح	qalsadi-nouns
ساءد	سادة	qalsadi-nouns
ساءد	جسادات	qalsadi-nouns
ساءر	ون	qalsadi-nouns
ساءر	ات	qalsadi-nouns
ساءر	سواءر	qalsadi-nouns
ساءس	ساسة	qalsadi-nouns
ساءس	سواس	qalsadi-nouns
ساءق	سواق	qalsadi-nouns
ساءق	ساقة	qalsadi-nouns
ساءل	سواءل	qalsadi-nouns
ساءل	سءال	qalsadi-nouns
ساءل	سالة	qalsadi-nouns
ساءمة	سواءم	qalsadi-nouns
سابح	سباح	qalsadi-nouns
سابح	سبحاء	qalsadi-nouns
سابح	سوابح	qalsadi-nouns
سابق	سوابق	qalsadi-nouns
سابل	سوابل	qalsadi-nouns
ساجد	ون	qalsadi-nouns
ساجد	ات	qalsadi-nouns
ساجد	سجد	qalsadi-nouns
ساجد	سواجد	qalsadi-nouns
ساجع	سجع	qalsadi-nouns
ساجع	سواجع	qalsadi-nouns
ساجور	سواجير	qalsadi-nouns
ساحة	سوح	qalsadi-nouns
ساحر	ون	qalsadi-nouns
ساحر	ات	qalsadi-nouns
ساحر	سواحر	qalsadi-nouns
ساحر	سحرة	qalsadi-nouns
ساحل	سواحل	qalsadi-nouns
ساخن	سخان	qalsadi-nouns
سادن	سدنة	qalsadi-nouns
ساذج	سذج	qalsadi-nouns
سار	مءسارة	qalsadi-nouns
سارح	سوارح	qalsadi-nouns
سارق	سراق	qalsadi-nouns
سارق	سرقة	qalsadi-nouns
سارقة	سوارق	qalsadi-nouns
سارقة	مءسارق	qalsadi-nouns
ساري	سوار	qalsadi-nouns
ساطور	سواطير	qalsadi-nouns
ساعد	سواعد	qalsadi-nouns
ساعفة	سواعف	qalsadi-nouns
ساعي	سعاة	qalsadi-nouns
سافح	سوافح	qalsadi-nouns
سافر	سوافر	qalsadi-nouns
سافل	سفلة	qalsadi-nouns
سافل	سوافل	qalsadi-nouns
ساق	سوق	qalsadi-nouns
ساق	سيقانمء	qalsadi-nouns
ساقط	سقاط	qalsadi-nouns
ساقط	سواقط	qalsadi-nouns
ساقور	سواقير	qalsadi-nouns
ساقي	سقاة	qalsadi-nouns
ساقية	سواق	qalsadi-nouns
ساقية	السواقي	qalsadi-nouns
ساكف	سواكف	qalsadi-nouns
ساكن	سكان	qalsadi-nouns
سالف	سلف	qalsadi-nouns
سالف	سلاف	qalsadi-nouns
سالف	سوالف	qalsadi-nouns
سام	سوام	qalsadi-nouns
سامر	ون	qalsadi-nouns
سامر	ات	qalsadi-nouns
سامر	سمر	qalsadi-nouns
سامر	سمار	qalsadi-nouns
سامع	سماع	qalsadi-nouns
سامع	مثناسامعانالسامعان	qalsadi-nouns
سامي	سماة	qalsadi-nouns
سانح	سوانح	qalsadi-nouns
سانح	سنح	qalsadi-nouns
سانية	سوان	qalsadi-nouns
سبار	سبر	qalsadi-nouns
سبارة	سباءر	qalsadi-nouns
سبب	اسباب	qalsadi-nouns
سبت	سبوت	qalsadi-nouns
سبت	اسبت	qalsadi-nouns
سبحة	سبحات	qalsadi-nouns
سبخة	سباخ	qalsadi-nouns
سبسب	سباسب	qalsadi-nouns
سبع	عددمفردمعدودهجم	qalsadi-nouns
سبع	اسباع	qalsadi-nouns
سبع	سباع	qalsadi-nouns
سبع	اسبع	qalsadi-nouns
سبع	سبوع	qalsadi-nouns
سبع	سبوعة	qalsadi-nouns
سبق	اسباق	qalsadi-nouns
سبلاء	سبل	qalsadi-nouns
سبلة	سبال	qalsadi-nouns
سبي	سبايا	qalsadi-nouns
سبيكة	سباءك	qalsadi-nouns
سبيل	سبل	qalsadi-nouns
ستار	ستر	qalsadi-nouns
ستارة	ستاءر	qalsadi-nouns
ستر	ستور	qalsadi-nouns
ستر	استار	qalsadi-nouns
سترة	ستر	qalsadi-nouns
سجادة	واحدةالسجاد	qalsadi-nouns
سجاف	سجف	qalsadi-nouns
سجع	اسجاع	qalsadi-nouns
سجق	اسجاق	qalsadi-nouns
سجن	سجون	qalsadi-nouns
سجية	سجايا	qalsadi-nouns
سجين	سجناء	qalsadi-nouns
سجين	سجيناتلايجوزج	qalsadi-nouns
سحاء	اسحية	qalsadi-nouns
سحاءة	سحايا	qalsadi-nouns
سحاب	سحب	qalsadi-nouns
سحابة	سحاءبواحدةالسحاب	qalsadi-nouns
سحت	اسحات	qalsadi-nouns
سحر	اسحار	qalsadi-nouns
سحر	سحور	qalsadi-nouns
سحيق	سحاءق	qalsadi-nouns
سخي	اسخياء	qalsadi-nouns
سخي	سخايا	qalsadi-nouns
سد	سدود	qalsadi-nouns
سدا	اسدية	qalsadi-nouns
سداة	اسدية	qalsadi-nouns
سداد	اسدة	qalsadi-nouns
سدة	سدد	qalsadi-nouns
سدس	اسداس	qalsadi-nouns
سدل	اسدال	qalsadi-nouns
سدل	سدول	qalsadi-nouns
سدن	اسدان	qalsadi-nouns
سديد	لايجوزجمعمذكرسالممعنامفعول	qalsadi-nouns
سديم	سدم	qalsadi-nouns
سر	اسرة	qalsadi-nouns
سر	اسرار	qalsadi-nouns
سر	اسرارجاسارير	qalsadi-nouns
سراة	سروات	qalsadi-nouns
سراج	سروج	qalsadi-nouns
سرارة	سرار	qalsadi-nouns
سرب	سروب	qalsadi-nouns
سرب	اسراب	qalsadi-nouns
سربال	سرابيل	qalsadi-nouns
سربة	سرب	qalsadi-nouns
سرج	سروج	qalsadi-nouns
سرداب	سراديب	qalsadi-nouns
سرر	اسرار	qalsadi-nouns
سرك	اسراك	qalsadi-nouns
سروال	سراويل	qalsadi-nouns
سروة	سرا	qalsadi-nouns
سري	سراة	qalsadi-nouns
سري	سرا	qalsadi-nouns
سري	سرايا	qalsadi-nouns
سرية	سرايا	qalsadi-nouns
سرير	اسرة	qalsadi-nouns
سريرة	سراءر	qalsadi-nouns
سريع	سرعان	qalsadi-nouns
سريع	سراع	qalsadi-nouns
سطح	سطوح	qalsadi-nouns
سطر	سطور	qalsadi-nouns
سطر	اسطر	qalsadi-nouns
سطل	سطول	qalsadi-nouns
سعد	اسعد	qalsadi-nouns
سعد	سعود	qalsadi-nouns
سعر	اسعار	qalsadi-nouns
سعرة	ات	qalsadi-nouns
سعف	سعوف	qalsadi-nouns
سعوف	مفردسعف	qalsadi-nouns
سعيد	سعداء	qalsadi-nouns
سعيد	سعيدات	qalsadi-nouns
سعير	سعر	qalsadi-nouns
سغبان	سغابمءسغبا	qalsadi-nouns
سغبان	سغباوات	qalsadi-nouns
سفح	سفوح	qalsadi-nouns
سفر	اسفار	qalsadi-nouns
سفرة	سفر	qalsadi-nouns
سفساف	سفاسف	qalsadi-nouns
سفط	اسفاط	qalsadi-nouns
سفود	سفافيد	qalsadi-nouns
سفور	سفافير	qalsadi-nouns
سفير	سفراء	qalsadi-nouns
سفيرة	سفاءر	qalsadi-nouns
سفيفة	سفاءف	qalsadi-nouns
سفينة	سفن	qalsadi-nouns
سفيه	سفهاءجسفهاء	qalsadi-nouns
سفيه	وسفاه	qalsadi-nouns
سقاء	اسقية	qalsadi-nouns
سقر	سقور	qalsadi-nouns
سقط	اسقاط	qalsadi-nouns
سقف	سقوف	qalsadi-nouns
سقم	اسقام	qalsadi-nouns
سقي	اسقية	qalsadi-nouns
سقيط	سقطجمءسقاءط	qalsadi-nouns
سقيفة	سقاءف	qalsadi-nouns
سقيم	جسقموهيسقيمةجسقاءم	qalsadi-nouns
سك	سكاك	qalsadi-nouns
سك	سكوك	qalsadi-nouns
سكان	مفردساكن	qalsadi-nouns
سكة	سكك	qalsadi-nouns
سكران	سكارا	qalsadi-nouns
سكور	سكر	qalsadi-nouns
سكين	سكاكين	qalsadi-nouns
سكينة	امراةسكينة	qalsadi-nouns
سلا	اسلاء	qalsadi-nouns
سلاح	اسلحة	qalsadi-nouns
سلاما	سلاميات	qalsadi-nouns
سلب	اسلاب	qalsadi-nouns
سلة	سلال	qalsadi-nouns
سلح	سلوح	qalsadi-nouns
سلح	سلحان	qalsadi-nouns
سلحفاة	سلاحف	qalsadi-nouns
سلخ	اسلاخ	qalsadi-nouns
سلسبيل	سلاسيب	qalsadi-nouns
سلسلة	سلاسل	qalsadi-nouns
سلطان	سلاطين	qalsadi-nouns
سلطة	سلط	qalsadi-nouns
سلعة	سلع	qalsadi-nouns
سلف	سلفان	qalsadi-nouns
سلف	اسلاف	qalsadi-nouns
سلف	سلوف	qalsadi-nouns
سلف	اسلف	qalsadi-nouns
سلفة	سلف	qalsadi-nouns
سلق	سلقان	qalsadi-nouns
سلقة	سلق	qalsadi-nouns
سلك	اسلاك	qalsadi-nouns
سلك	سلوك	qalsadi-nouns
سلك	سلكان	qalsadi-nouns
سلكة	سلك	qalsadi-nouns
سلكة	اسلاك	qalsadi-nouns
سلكة	سلوك	qalsadi-nouns
سلم	سلالم	qalsadi-nouns
سلم	اسلم	qalsadi-nouns
سلم	سلام	qalsadi-nouns
سلوا	واحدةسلواة	qalsadi-nouns
سليط	سلطاءجسلاءط	qalsadi-nouns
سليق	سلق	qalsadi-nouns
سليقة	سلاءق	qalsadi-nouns
سليم	سلماء	qalsadi-nouns
سم	سموم	qalsadi-nouns
سماء	سماوات	qalsadi-nouns
سماد	اسمدة	qalsadi-nouns
سماك	مثناسماكانالسماكان	qalsadi-nouns
سمانا	سمانياتنسلوا	qalsadi-nouns
سمت	سموت	qalsadi-nouns
سمج	سماج	qalsadi-nouns
سمح	سمحاء	qalsadi-nouns
سمح	مساميح	qalsadi-nouns
سمح	سماح	qalsadi-nouns
سمر	اسمار	qalsadi-nouns
سمراء	مءنثاسمر	qalsadi-nouns
سمسار	سماسرة	qalsadi-nouns
سمط	اسماط	qalsadi-nouns
سمط	سموط	qalsadi-nouns
سمع	اسماع	qalsadi-nouns
سمك	اسماك	qalsadi-nouns
سمك	سموك	qalsadi-nouns
سمل	اسمال	qalsadi-nouns
سمن	سمون	qalsadi-nouns
سمن	اسمن	qalsadi-nouns
سمور	سمامير	qalsadi-nouns
سموم	سماءم	qalsadi-nouns
سميج	سمجاء	qalsadi-nouns
سميح	سمحاء	qalsadi-nouns
سمير	سمراء	qalsadi-nouns
سميع	سمعاء	qalsadi-nouns
سمين	سمان	qalsadi-nouns
سن	اسنان	qalsadi-nouns
سن	اسنةمء	qalsadi-nouns
سنابك	مفردسنبك	qalsadi-nouns
سناد	اسندة	qalsadi-nouns
سنان	اسنة	qalsadi-nouns
سنبك	سنابك	qalsadi-nouns
سنبل	سنابل	qalsadi-nouns
سنة	سنوات	qalsadi-nouns
سنة	سنون	qalsadi-nouns
سنة	سنن	qalsadi-nouns
سنجة	سنج	qalsadi-nouns
سند	اسناد	qalsadi-nouns
سندان	رجلسندان	qalsadi-nouns
سندان	سنادين	qalsadi-nouns
سنور	سنانير	qalsadi-nouns
سنونوة	واحدةالسنونو	qalsadi-nouns
سهب	سهوب	qalsadi-nouns
سهرة	رجلسهرة	qalsadi-nouns
سهم	اسهم	qalsadi-nouns
سهم	سهام	qalsadi-nouns
سهوة	سهاء	qalsadi-nouns
سهوة	مءنثسهو	qalsadi-nouns
سوء	اسواء	qalsadi-nouns
سواء	اسواء	qalsadi-nouns
سواء	سواسيةعلاغيرق	qalsadi-nouns
سواءل	مفردساءل	qalsadi-nouns
سوابق	مفردسابقة	qalsadi-nouns
سوار	اساور	qalsadi-nouns
سوار	اسورة	qalsadi-nouns
سواسية	جمعسواءعلاغيرقياس	qalsadi-nouns
سواعد	مفردساعد	qalsadi-nouns
سواك	سوك	qalsadi-nouns
سوام	سواءم	qalsadi-nouns
سوداء	سودمءنثاسود	qalsadi-nouns
سور	اسوار	qalsadi-nouns
سوسة	واحدةالسوس	qalsadi-nouns
سوط	اسواط	qalsadi-nouns
سوط	سياط	qalsadi-nouns
سوغ	اسواغ	qalsadi-nouns
سوق	اسواق	qalsadi-nouns
سوي	اسوياء	qalsadi-nouns
سوي	سوايا	qalsadi-nouns
سياج	اسياج	qalsadi-nouns
سيارة	ات	qalsadi-nouns
سياط	سوط	qalsadi-nouns
سيجارة	سجاءر	qalsadi-nouns
سيح	سيوح	qalsadi-nouns
سيح	اسياح	qalsadi-nouns
سيخ	اسياخ	qalsadi-nouns
سيد	اسياد	qalsadi-nouns
سيد	سيدات	qalsadi-nouns
سيد	ساد	qalsadi-nouns
سيرة	سير	qalsadi-nouns
سيف	اسيافسيوف	qalsadi-nouns
سيف	اسياف	qalsadi-nouns
شءبوب	شءبيب	qalsadi-nouns
شءون	مفردشان	qalsadi-nouns
شاءب	شيب	qalsadi-nouns
شاءعة	شواءع	qalsadi-nouns
شاب	شباب	qalsadi-nouns
شاب	شبان	qalsadi-nouns
شابك	شوابك	qalsadi-nouns
شاة	شياه	qalsadi-nouns
شاجن	شواجن	qalsadi-nouns
شادن	شوادن	qalsadi-nouns
شاذ	شواذ	qalsadi-nouns
شاذ	شواذجشذاذ	qalsadi-nouns
شاذ	وكذلكشواذ	qalsadi-nouns
شارب	شراب	qalsadi-nouns
شارب	شوارب	qalsadi-nouns
شارح	شراح	qalsadi-nouns
شارد	شوارد	qalsadi-nouns
شارع	شرع	qalsadi-nouns
شارع	شوارع	qalsadi-nouns
شارف	شرف	qalsadi-nouns
شارف	شوارف	qalsadi-nouns
شارق	شرق	qalsadi-nouns
شاروف	شواريف	qalsadi-nouns
شاري	شراة	qalsadi-nouns
شاطء	شواطء	qalsadi-nouns
شاطء	شطءن	qalsadi-nouns
شاطر	شطار	qalsadi-nouns
شاعر	شعراء	qalsadi-nouns
شاعر	شواعر	qalsadi-nouns
شاغل	شواغل	qalsadi-nouns
شاقوف	شواقيف	qalsadi-nouns
شاقول	شواقيل	qalsadi-nouns
شاكل	شواكل	qalsadi-nouns
شامت	شمات	qalsadi-nouns
شامت	شوامت	qalsadi-nouns
شامخ	شمخ	qalsadi-nouns
شامخ	شوامخ	qalsadi-nouns
شان	شءون	qalsadi-nouns
